hafta	hafta+Noun+A3sg+Pnon+Nom
sevdiğin	sev+Verb+Pos^DB+Noun+PastPart+A3sg+P2sg+Nom
sonsuza	son+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Zero+A3sg+Pnon+Dat
kız	kız+Noun+A3sg+Pnon+Nom
elini	el+Noun+A3sg+P3sg+Acc
kardeşinin	kardeş+Noun+A3sg+P3sg+Gen
omzuna	omuz+Noun+A3sg+P3sg+Dat
oğlan	oğlan+Noun+A3sg+Pnon+Nom
çocuğu	çocuk+Noun+A3sg+Pnon+Acc
omnibüse	omnibüs+Noun+A3sg+Pnon+Dat
evlerine	ev+Noun+A3pl+P3sg+Dat
yakın	yakı+Noun+A3sg+P2sg+Nom
yerde	yer+Noun+A3sg+Pnon+Loc
beşi	beş+Num+Card^DB+Noun+Zero+A3sg+P3sg+Nom
oyundan	oyun+Noun+A3sg+Pnon+Abl
saat	saat+Noun+A3sg+Pnon+Nom
istirahat	istirahat+Noun+A3sg+Pnon+Nom
dinlemesi	dinle+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
ısrar	ısrar+Noun+A3sg+Pnon+Nom
kalıp	kalıp+Noun+A3sg+Pnon+Nom
gitmek	git+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
geldiğinde	gel+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
sahne	sahne+Noun+A3sg+Pnon+Nom
tür	tür+Noun+A3sg+Pnon+Nom
odasında	oda+Noun+A3sg+P3sg+Loc
kalbinde	kalp+Noun+A3sg+P3sg+Loc
girdiğini	gir+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
hissettiği	hisset+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
yabancıya	yabancı+Noun+A3sg+Pnon+Dat
düşmanlık	düşman+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
nebze	nebze+Noun+A3sg+Pnon+Nom
kıskançlık	kıskanç+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
kolları	kol+Noun+A3pl+P3sg+Nom
boynuna	boyun+Noun+A3sg+P3sg+Dat
parmakları	parmak+Noun+A3pl+P3sg+Nom
saçlarıyla	saç+Noun+A3pl+P3sg+Ins
muhabbetle	muhabbet+Noun+A3sg+Pnon+Ins
gözlerinde	göz+Noun+A3pl+P3pl+Loc
aşağıda	aşağı+Noun+A3sg+Pnon+Loc
kadın	kadın+Noun+A3sg+Pnon+Nom
oğlunun	oğul+Noun+A3sg+P3sg+Gen
şikayet	şikayet+Noun+A3sg+Pnon+Nom
sofranın	sofra+Noun+A3sg+Pnon+Gen
başına	baş+Noun+A3sg+P3sg+Dat
masanın	masa+Noun+A3sg+Pnon+Gen
etrafında	etraf+Noun+A3sg+P3sg+Loc
örtünün	örtü+Noun+A3sg+Pnon+Gen
gürültüsünü	gürültü+Noun+A3sg+P3sg+Acc
binek	binek+Noun+A3sg+Pnon+Nom
arabalarının	araba+Noun+A3pl+P3sg+Gen
patırtılarını	patırtı+Noun+A3pl+P3sg+Acc
azıcık	azı+Noun+A3sg+Pnon+Nom^DB+Noun+Dim+A3sg+Pnon+Nom
vaktinin	vakit+Noun+A3sg+P3sg+Gen
dakikasını	dakika+Noun+A3sg+P3sg+Acc
hırsla	hırs+Noun+A3sg+Pnon+Ins
sesleri	ses+Noun+A3pl+P3sg+Nom
zaman	zaman+Noun+A3sg+Pnon+Nom
tabağını	tabak+Noun+A3sg+P3sg+Acc
öteye	öte+Noun+A3sg+Pnon+Dat
bilmek	bil+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
şüphe	şüphe+Noun+A3sg+Pnon+Nom
haber	haber+Noun+A3sg+Pnon+Nom
korkuyla	korku+Noun+A3sg+Pnon+Ins
hüzünle	hüzün+Noun+A3sg+Pnon+Ins
dudaklarından	dudak+Noun+A3pl+P3sg+Abl
makineden	makine+Noun+A3sg+Pnon+Abl
pırtık	pırtık+Noun+A3sg+Pnon+Nom
dantel	dantel+Noun+A3sg+Pnon+Nom
mendilini	mendil+Noun+A3sg+P3sg+Acc
altıyı	altı+Num+Card^DB+Noun+Zero+A3sg+Pnon+Acc
vurduğunda	vur+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
kapıya	kapı+Noun+A3sg+Pnon+Dat
annesine	anne+Noun+A3sg+P3sg+Dat
merhamet	merhamet+Noun+A3sg+Pnon+Nom
yalvarış	yalvar+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
öfkeden	öfke+Noun+A3sg+Pnon+Abl
deliye	deli+Adj^DB+Noun+Zero+A3sg+Pnon+Dat
sorularım	soru+Noun+A3pl+P1sg+Nom
bakışlarını	bak+Verb+Pos^DB+Noun+Inf3+A3pl+P3sg+Acc
doğruyu	doğru+Adj^DB+Noun+Zero+A3sg+Pnon+Acc
babamla	baba+Noun+A3sg+P1sg+Ins
ferahlama	ferahla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
an	an+Noun+A3sg+Pnon+Nom
geceler	gece+Noun+A3pl+Pnon+Nom
çektiği	çek+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
açıdan	açı+Noun+A3sg+Pnon+Abl
hüsran	hüsran+Noun+A3sg+Pnon+Nom
dobralık	dobra+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
şekilde	şekil+Noun+A3sg+Pnon+Loc
vaziyet	vaziyet+Noun+A3sg+Pnon+Nom
deneyimlerini	deneyim+Noun+A3pl+P3sg+Acc
hayatın	hayat+Noun+A3sg+Pnon+Gen
basitliğine	basit+Adj^DB+Noun+Ness+A3sg+P3sg+Dat
hayret	hayret+Noun+A3sg+Pnon+Nom
yanıt	yanıt+Noun+A3sg+Pnon+Nom
yumruklarını	yumruk+Noun+A3pl+P3pl+Acc
geçinmemizi	geçin+Verb+Pos^DB+Noun+Inf2+A3sg+P1pl+Acc
temin	temin+Noun+A3sg+Pnon+Nom
aleyhinde	aleyh+Noun+A3sg+P3sg+Loc
ağzından	ağız+Noun+A3sg+P3sg+Abl
küfür	küfür+Noun+A3sg+Pnon+Nom
adam	adam+Noun+A3sg+Pnon+Nom
centilmen	centilmen+Noun+A3sg+Pnon+Nom
sınıftan	sınıf+Noun+A3sg+Pnon+Abl
aileye	aile+Noun+A3sg+Pnon+Dat
mensup	mensup+Noun+A3sg+Pnon+Nom
kadının	kadı+Noun+A3sg+Pnon+Gen
utanç	utanç+Noun+A3sg+Pnon+Nom
hissi	his+Noun+A3sg+P3sg+Nom
önüne	ön+Noun+A3sg+P3sg+Dat
evladın	evlat+Noun+A3sg+Pnon+Gen
unutma	unut+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
inan	inan+Noun+A3sg+Pnon+Nom
izini	iz+Noun+A3sg+P3sg+Acc
köpek	köpek+Noun+A3sg+Pnon+Nom
mübalağa	mübalağa+Noun+A3sg+Pnon+Nom
eşlik	eş+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
hareketler	hareket+Noun+A3pl+Pnon+Nom
çılgın	çılgın+Noun+A3sg+Pnon+Nom
canlı	canlı+Noun+A3sg+Pnon+Nom
atmosfere	atmosfer+Noun+A3sg+Pnon+Dat
soluk	soluk+Noun+A3sg+Pnon+Nom
kez	kez+Noun+A3sg+Pnon+Nom
takdir	takdir+Noun+A3sg+Pnon+Nom
tonda	ton+Noun+A3sg+Pnon+Loc
devam	devam+Noun+A3sg+Pnon+Nom
taşınması	taşı+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
eşyaların	eşya+Noun+A3pl+Pnon+Gen
kontrol	kontrol+Noun+A3sg+Pnon+Nom
uşaklar	uşak+Noun+A3pl+Pnon+Nom
telaşla	telaş+Noun+A3sg+Pnon+Ins
bagajların	bagaj+Noun+A3pl+Pnon+Gen
yerleştirilmesi	yerleş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
detaylarla	detay+Noun+A3pl+Pnon+Ins
uğurlama	uğurla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
esnasında	esna+Noun+A3sg+P3sg+Loc
camdan	cam+Noun+A3sg+Pnon+Abl
hayal	hayal+Noun+A3sg+Pnon+Nom
kırıklığı	kırık+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Nom
fırsatın	fırsat+Noun+A3sg+Pnon+Gen
ziyan	ziyan+Noun+A3sg+Pnon+Nom
kederlendiğini	keder+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
teselli	teselli+Noun+A3sg+Pnon+Nom
cümlelerini	cümle+Noun+A3pl+P3sg+Acc
ricada	rica+Noun+A3sg+Pnon+Loc
tehdidinden	tehdit+Noun+A3sg+P3sg+Abl
biçimde	biçim+Noun+A3sg+Pnon+Loc
güleceklerini	gül+Verb+Pos^DB+Noun+FutPart+A3pl+P3pl+Acc
kişi	kişi+Noun+A3sg+Pnon+Nom
akşam	akşam+Noun+A3sg+Pnon+Nom
yemeğine	yemek+Noun+A3sg+P3sg+Dat
katılmak	kat+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
göründüğünde	görün+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
sanatçı	sanatçı+Noun+A3sg+Pnon+Nom
şapkasıyla	şapka+Noun+A3sg+P3sg+Ins
ceketini	ceket+Noun+A3sg+P3sg+Acc
garsona	garson+Noun+A3sg+Pnon+Dat
umarım	umar+Noun+A3sg+P1sg+Nom
meseleler	mesele+Noun+A3pl+Pnon+Nom
yapılmaya	yap+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
diğerleri	diğer+Adj^DB+Noun+Zero+A3pl+P3pl+Nom
badanadan	badana+Noun+A3sg+Pnon+Abl
yüzüne	yüz+Noun+A3sg+P3sg+Dat
evlenmek	evlen+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kaşlarını	kaş+Noun+A3pl+P3sg+Acc
aktrisle	aktris+Noun+A3sg+Pnon+Ins
sıra	sıra+Noun+A3sg+Pnon+Nom
işler	iş+Noun+A3pl+Pnon+Nom
aklını	akıl+Noun+A3sg+P3sg+Acc
nikahlar	nikah+Noun+A3pl+Pnon+Nom
hariç	hariç+Noun+A3sg+Pnon+Nom
şakayla	şaka+Noun+A3sg+Pnon+Ins
karşılık	karşı+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
fark	fark+Noun+A3sg+Pnon+Nom
evliliğin	evlilik+Noun+A3sg+Pnon+Gen
anısını	anı+Noun+A3sg+P3sg+Acc
nişanlılığa	nişanlı+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Dat
hatıram	hatıra+Noun+A3sg+P1sg+Nom
nişanlanmadığımı	nişanla+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P1sg+Acc
soyunu	soy+Noun+A3sg+P3sg+Acc
konumunu	konum+Noun+A3sg+P3sg+Acc
variyetini	variyet+Noun+A3sg+P3sg+Acc
altında	alt+Noun+A3sg+P2sg+Loc
davranış	davran+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
sağlamak	sağla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
söylemen	söyle+Verb+Pos^DB+Noun+Inf2+A3sg+P2sg+Nom
kesinlikle	kesin+Adj^DB+Noun+Ness+A3sg+Pnon+Ins
sebeplerden	sebep+Noun+A3pl+Pnon+Abl
tabiatını	tabiat+Noun+A3sg+P3sg+Acc
ifsat	ifsat+Noun+A3sg+Pnon+Nom
vermut	vermut+Noun+A3sg+Pnon+Nom
portakal	portakal+Noun+A3sg+Pnon+Nom
kokteylini	kokteyl+Noun+A3sg+P3sg+Acc
iyiden	iyi+Adj^DB+Noun+Zero+A3sg+Pnon+Abl
çeşit	çeşit+Noun+A3sg+Pnon+Nom
çizdiğin	çiz+Verb+Pos^DB+Noun+PastPart+A3sg+P2sg+Nom
portre	portre+Noun+A3sg+Pnon+Nom
yeteneğini	yetenek+Noun+A3sg+P3sg+Acc
hususiyetler	hususiyet+Noun+A3pl+Pnon+Nom
tesire	tesir+Noun+A3sg+Pnon+Dat
randevusunu	randevu+Noun+A3sg+P3sg+Acc
onaylayabilmen	onayla+Verb+Pos^DB+Verb+Able^DB+Noun+Inf2+A3sg+P2sg+Nom
aşk	aşk+Noun+A3sg+Pnon+Nom
konusu	konu+Noun+A3sg+P3sg+Nom
tutum	tutum+Noun+A3sg+Pnon+Nom
önyargılarımızı	önyargı+Noun+A3pl+P1pl+Acc
sermek	ser+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
dediklerine	de+Verb+Pos^DB+Noun+PastPart+A3sg+P3pl+Dat
şahsiyet	şahsiyet+Noun+A3sg+Pnon+Nom
tercih	tercih+Noun+A3sg+Pnon+Nom
piyesinde	piyes+Noun+A3sg+P3sg+Loc
teklif	teklif+Noun+A3sg+Pnon+Nom
taraftarı	taraftar+Noun+A3sg+P3sg+Nom
mahzuru	mahzur+Noun+A3sg+P3sg+Nom
mizaçlar	mizaç+Noun+A3pl+Pnon+Nom
hale	hal+Noun+A3sg+Pnon+Dat
bencilliklerini	bencil+Adj^DB+Noun+Ness+A3pl+P3sg+Acc
değiştirmedikleri	değiş+Verb^DB+Verb+Caus+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
başkalarının	başka+Adj^DB+Noun+Zero+A3pl+P3pl+Gen
egosunu	ego+Noun+A3sg+P3sg+Acc
yaşamak	yaşa+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
insanoğlunun	insanoğlu+Noun+A3sg+P3sg+Gen
varoluş	varoluş+Noun+A3sg+Pnon+Nom
tecrübenin	tecrübe+Noun+A3sg+Pnon+Gen
sürebilecekleri	sür+Verb+Pos^DB+Verb+Able^DB+Noun+FutPart+A3sg+P3pl+Nom
karısı	karı+Noun+A3sg+P3sg+Nom
hayranlıkla	hayran+Adj^DB+Noun+Ness+A3sg+Pnon+Ins
etkileyici	etkile+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
bulmaya	bul+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
kelimesini	kelime+Noun+A3sg+P3sg+Acc
düşünmekten	düşün+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
hoşlanmamızın	hoşlan+Verb+Pos^DB+Noun+Inf2+A3sg+P1pl+Gen
hükmüyle	hüküm+Noun+A3sg+P3sg+Ins
komşularımıza	komşu+Noun+A3pl+P1pl+Dat
güvendiğimiz	güven+Verb+Pos^DB+Noun+PastPart+A3sg+P1pl+Nom
erdemler	erdem+Noun+A3pl+Pnon+Nom
fayda	fayda+Noun+A3sg+Pnon+Nom
umuduyla	umut+Noun+A3sg+P3sg+Ins
bankerleri	banker+Noun+A3pl+P3sg+Nom
cüzdanımıza	cüzdan+Noun+A3sg+P1pl+Dat
dokunmayacakları	doku+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3pl+Nom
soyguncularda	soyguncu+Noun+A3pl+Pnon+Loc
özellikler	özellik+Noun+A3pl+Pnon+Nom
gelişmesi	geliş+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
bozmak	boz+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
erkekler	erkek+Noun+A3pl+Pnon+Nom
bağlar	bağ+Noun+A3pl+Pnon+Nom
teşvik	teşvik+Noun+A3sg+Pnon+Nom
cazibesini	cazibe+Noun+A3sg+P3sg+Acc
burada	bura+Noun+A3sg+Pnon+Loc
fazlasını	fazla+Adj^DB+Noun+Zero+A3sg+P3sg+Acc
saten	saten+Noun+A3sg+Pnon+Nom
pelerinini	pelerin+Noun+A3sg+P3sg+Acc
arkadaşlarının	arkadaş+Noun+A3pl+P3sg+Gen
ikiniz	iki+Num+Card^DB+Noun+Zero+A3sg+P2pl+Nom
ömrümce	ömür+Noun+A3sg+P1sg+Equ
mutluluktan	mut+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Ness+A3sg+Pnon+Abl
ümit	ümit+Noun+A3sg+Pnon+Nom
haberdar	haberdar+Noun+A3sg+Pnon+Nom
lafa	laf+Noun+A3sg+Pnon+Dat
aşçıbaşımın	aşçıbaşı+Noun+A3sg+P1sg+Gen
marifetlerini	marifet+Noun+A3pl+P3sg+Acc
bittiğini	bit+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
ayrıldıktan	ayır+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
restoranda	restoran+Noun+A3sg+Pnon+Loc
sekizde	sekiz+Num+Card^DB+Noun+Zero+A3sg+Pnon+Loc
tiyatroya	tiyatro+Noun+A3sg+Pnon+Dat
