hafta	hafta+Noun+A3sg+Pnon+Nom
rapor	rapor+Noun+A3sg+Pnon+Nom
üniversiteden	üniversite+Noun+A3sg+Pnon+Abl
türban	türban+Noun+A3sg+Pnon+Nom
başörtüsüne	başörtü+Noun+A3sg+P3sg+Dat
verilmediğini	ver+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
ortaya	orta+Noun+A3sg+Pnon+Dat
yasağı	yasak+Noun+A3sg+P3sg+Nom
uyguladıkları	uygula+Verb+Pos^DB+Noun+PastPart+A3pl+P3pl+Nom
üniversitelerinin	üniversite+Noun+A3pl+P3pl+Gen
rektörlerini	rektör+Noun+A3pl+P3pl+Acc
hedef	hedef+Noun+A3sg+Pnon+Nom
öğretim	öğretim+Noun+A3sg+Pnon+Nom
üyelerinin	üye+Noun+A3pl+P3sg+Gen
oluşturduğu	oluş+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
araştırmalar	araştır+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Nom
merkezi	merkez+Noun+A3sg+P3sg+Nom
gençlik	gençlik+Noun+A3sg+Pnon+Nom
örgütü	örgüt+Noun+A3sg+P3sg+Nom
bilgilerle	bilgi+Noun+A3pl+Pnon+Ins
üniversiteler	üniversite+Noun+A3pl+Pnon+Nom
başörtüsü	başörtü+Noun+A3sg+P3sg+Nom
yasağının	yasak+Noun+A3sg+P3sg+Gen
savunduğu	savun+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
yaygınlıkta	yaygın+Adj^DB+Noun+Ness+A3sg+Pnon+Loc
olmadığını	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
uygulandığı	uygula+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
üniversitelerin	üniversite+Noun+A3pl+Pnon+Gen
öğrenciye	öğrenci+Noun+A3sg+Pnon+Dat
sahip	sahip+Noun+A3sg+Pnon+Nom
olmalarına	ol+Verb+Pos^DB+Noun+Inf2+A3pl+P3pl+Dat
dikkat	dikkat+Noun+A3sg+Pnon+Nom
gün	gün+Noun+A3sg+Pnon+Nom
yasasında	yasa+Noun+A3sg+P3sg+Loc
değişiklikten	değişik+Adj^DB+Noun+Ness+A3sg+Pnon+Abl
görevden	görev+Noun+A3sg+Pnon+Abl
alınmaları	al+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3pl+P3pl+Nom
üniversitelerde	üniversite+Noun+A3pl+Pnon+Loc
türbanı	türban+Noun+A3sg+Pnon+Acc
bırakma	bırak+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
girişimlerine	girişim+Noun+A3pl+P3sg+Dat
üniversitenin	üniversite+Noun+A3sg+Pnon+Gen
fakültelerinden	fakülte+Noun+A3pl+P3sg+Abl
tepki	tepki+Noun+A3sg+Pnon+Nom
imzasıyla	imza+Noun+A3sg+P3sg+Ins
dün	dün+Noun+A3sg+Pnon+Nom
açıklamada	açıkla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Loc
girişimlerin	girişim+Noun+A3pl+Pnon+Gen
temelden	temel+Noun+A3sg+Pnon+Abl
yıkmaya	yık+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
boyutlara	boyut+Noun+A3pl+Pnon+Dat
ulaştığı	ulaş+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
insan	insan+Noun+A3sg+Pnon+Nom
haklarının	hak+Noun+A3pl+P3sg+Gen
arkasına	arka+Noun+A3sg+P3sg+Dat
çalışmaların	çalış+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Gen
örneğinin	örnek+Noun+A3sg+P3sg+Gen
kıyafet	kıyafet+Noun+A3sg+Pnon+Nom
devrimlerine	devrim+Noun+A3pl+P3sg+Dat
düzenlemeler	düzenle+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Nom
olduğuna	ol+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Dat
insanları	insan+Noun+A3pl+P3pl+Nom
sözler	söz+Noun+A3pl+Pnon+Nom
nefret	nefret+Noun+A3sg+Pnon+Nom
cevap	cevap+Noun+A3sg+Pnon+Nom
delikanlı	delikanlı+Noun+A3sg+Pnon+Nom
konuştuğumu	konuş+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
yardım	yardım+Noun+A3sg+Pnon+Nom
ilgileneceğini	ilgilen+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
şeyi	şey+Noun+A3sg+Pnon+Acc
çöpe	çöp+Noun+A3sg+Pnon+Dat
evraklarım	evrak+Noun+A3pl+P1sg+Nom
endişelenme	endişe+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
oynamaya	oyna+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
olduğu	ol+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
kahramanlara	kahraman+Noun+A3pl+Pnon+Dat
görmek	gör+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
mutluluk	mutlu+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
zarar	zarar+Noun+A3sg+Pnon+Nom
vermeyeceğini	ver+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
sevdiğin	sev+Verb+Pos^DB+Noun+PastPart+A3sg+P2sg+Nom
sonsuza	son+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Zero+A3sg+Pnon+Dat
kız	kız+Noun+A3sg+Pnon+Nom
elini	el+Noun+A3sg+P3sg+Acc
kardeşinin	kardeş+Noun+A3sg+P3sg+Gen
omzuna	omuz+Noun+A3sg+P3sg+Dat
oğlan	oğlan+Noun+A3sg+Pnon+Nom
çocuğu	çocuk+Noun+A3sg+Pnon+Acc
omnibüse	omnibüs+Noun+A3sg+Pnon+Dat
evlerine	ev+Noun+A3pl+P3sg+Dat
yakın	yakı+Noun+A3sg+P2sg+Nom
yerde	yer+Noun+A3sg+Pnon+Loc
beşi	beş+Num+Card^DB+Noun+Zero+A3sg+P3sg+Nom
oyundan	oyun+Noun+A3sg+Pnon+Abl
saat	saat+Noun+A3sg+Pnon+Nom
istirahat	istirahat+Noun+A3sg+Pnon+Nom
etmesi	et+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
kıza	kız+Noun+A3sg+Pnon+Dat
dinlemesi	dinle+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
ısrar	ısrar+Noun+A3sg+Pnon+Nom
kalıp	kalıp+Noun+A3sg+Pnon+Nom
gitmek	git+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
geldiğinde	gel+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
sahne	sahne+Noun+A3sg+Pnon+Nom
tür	tür+Noun+A3sg+Pnon+Nom
sahneden	sahne+Noun+A3sg+Pnon+Abl
odasında	oda+Noun+A3sg+P3sg+Loc
kalbinde	kalp+Noun+A3sg+P3sg+Loc
kardeşiyle	kardeş+Noun+A3sg+P3sg+Ins
arasına	ara+Noun+A3sg+P3sg+Dat
girdiğini	gir+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
hissettiği	hisset+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
yabancıya	yabancı+Noun+A3sg+Pnon+Dat
düşmanlık	düşman+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
nebze	nebze+Noun+A3sg+Pnon+Nom
kıskançlık	kıskanç+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
kızın	kız+Noun+A3sg+Pnon+Gen
kolları	kol+Noun+A3pl+P3sg+Nom
boynuna	boyun+Noun+A3sg+P3sg+Dat
parmakları	parmak+Noun+A3pl+P3sg+Nom
saçlarıyla	saç+Noun+A3pl+P3sg+Ins
muhabbetle	muhabbet+Noun+A3sg+Pnon+Ins
kardeşini	kardeş+Noun+A3sg+P3sg+Acc
gözlerinde	göz+Noun+A3pl+P3pl+Loc
aşağıda	aşağı+Noun+A3sg+Pnon+Loc
girdiğinde	gir+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
kadın	kadın+Noun+A3sg+Pnon+Nom
oğlunun	oğul+Noun+A3sg+P3sg+Gen
olmadığından	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Abl
şikayet	şikayet+Noun+A3sg+Pnon+Nom
sofranın	sofra+Noun+A3sg+Pnon+Gen
başına	baş+Noun+A3sg+P3sg+Dat
masanın	masa+Noun+A3sg+Pnon+Gen
etrafında	etraf+Noun+A3sg+P3sg+Loc
örtünün	örtü+Noun+A3sg+Pnon+Gen
üzerinde	üzer+Noun+A3sg+P2sg+Loc
omnibüslerin	omnibüs+Noun+A3pl+Pnon+Gen
gürültüsünü	gürültü+Noun+A3sg+P3sg+Acc
binek	binek+Noun+A3sg+Pnon+Nom
arabalarının	araba+Noun+A3pl+P3sg+Gen
patırtılarını	patırtı+Noun+A3pl+P3sg+Acc
azıcık	azı+Noun+A3sg+Pnon+Nom^DB+Noun+Dim+A3sg+Pnon+Nom
vaktinin	vakit+Noun+A3sg+P3sg+Gen
dakikasını	dakika+Noun+A3sg+P3sg+Acc
hırsla	hırs+Noun+A3sg+Pnon+Ins
sesleri	ses+Noun+A3pl+P3sg+Nom
zaman	zaman+Noun+A3sg+Pnon+Nom
tabağını	tabak+Noun+A3sg+P3sg+Acc
öteye	öte+Noun+A3sg+Pnon+Dat
başını	baş+Noun+A3sg+P3sg+Acc
elleri	el+Noun+A3pl+Pnon+Acc
şeyleri	şey+Noun+A3pl+Pnon+Acc
bilmek	bil+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
hakkına	hak+Noun+A3sg+P3sg+Dat
durum	durum+Noun+A3sg+Pnon+Nom
şüphe	şüphe+Noun+A3sg+Pnon+Nom
haber	haber+Noun+A3sg+Pnon+Nom
korkuyla	korku+Noun+A3sg+Pnon+Ins
hüzünle	hüzün+Noun+A3sg+Pnon+Ins
dudaklarından	dudak+Noun+A3pl+P3sg+Abl
makineden	makine+Noun+A3sg+Pnon+Abl
pırtık	pırtık+Noun+A3sg+Pnon+Nom
dantel	dantel+Noun+A3sg+Pnon+Nom
mendilini	mendil+Noun+A3sg+P3sg+Acc
arasında	ara+Noun+A3sg+P3sg+Loc
altıyı	altı+Num+Card^DB+Noun+Zero+A3sg+Pnon+Acc
vurduğunda	vur+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
kapıya	kapı+Noun+A3sg+Pnon+Dat
annesine	anne+Noun+A3sg+P3sg+Dat
gözleri	göz+Noun+A3pl+P3pl+Nom
merhamet	merhamet+Noun+A3sg+Pnon+Nom
yalvarış	yalvar+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
öfkeden	öfke+Noun+A3sg+Pnon+Abl
deliye	deli+Adj^DB+Noun+Zero+A3sg+Pnon+Dat
sorularım	soru+Noun+A3pl+P1sg+Nom
bakışlarını	bak+Verb+Pos^DB+Noun+Inf3+A3pl+P3sg+Acc
odanın	oda+Noun+A3sg+Pnon+Gen
doğruyu	doğru+Adj^DB+Noun+Zero+A3sg+Pnon+Acc
hakkım	hak+Noun+A3sg+P1sg+Nom
babamla	baba+Noun+A3sg+P1sg+Ins
ferahlama	ferahla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
an	an+Noun+A3sg+Pnon+Nom
günler	gün+Noun+A3pl+Pnon+Nom
geceler	gece+Noun+A3pl+Pnon+Nom
haftalar	hafta+Noun+A3pl+Pnon+Nom
aylar	ay+Noun+A3pl+Pnon+Nom
korkusunu	korku+Noun+A3sg+P3sg+Acc
çektiği	çek+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
dakika	dakika+Noun+A3sg+Pnon+Nom
korku	korku+Noun+A3sg+Pnon+Nom
açıdan	açı+Noun+A3sg+Pnon+Abl
hüsran	hüsran+Noun+A3sg+Pnon+Nom
dobralık	dobra+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
şekilde	şekil+Noun+A3sg+Pnon+Loc
vaziyet	vaziyet+Noun+A3sg+Pnon+Nom
deneyimlerini	deneyim+Noun+A3pl+P3sg+Acc
hayatın	hayat+Noun+A3sg+Pnon+Gen
basitliğine	basit+Adj^DB+Noun+Ness+A3sg+P3sg+Dat
hayret	hayret+Noun+A3sg+Pnon+Nom
yanıt	yanıt+Noun+A3sg+Pnon+Nom
babam	baba+Noun+A3sg+P1sg+Nom
yumruklarını	yumruk+Noun+A3pl+P3pl+Acc
geçinmemizi	geçin+Verb+Pos^DB+Noun+Inf2+A3sg+P1pl+Acc
temin	temin+Noun+A3sg+Pnon+Nom
aleyhinde	aleyh+Noun+A3sg+P3sg+Loc
konuşma	konuş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
oğlum	oğul+Noun+A3sg+P1sg+Nom
ağzından	ağız+Noun+A3sg+P3sg+Abl
küfür	küfür+Noun+A3sg+Pnon+Nom
verme	ver+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
adam	adam+Noun+A3sg+Pnon+Nom
centilmen	centilmen+Noun+A3sg+Pnon+Nom
sınıftan	sınıf+Noun+A3sg+Pnon+Abl
aileye	aile+Noun+A3sg+Pnon+Dat
mensup	mensup+Noun+A3sg+Pnon+Nom
kadının	kadı+Noun+A3sg+Pnon+Gen
içine	iç+Noun+A3sg+P3sg+Dat
utanç	utanç+Noun+A3sg+Pnon+Nom
hissi	his+Noun+A3sg+P3sg+Nom
önüne	ön+Noun+A3sg+P3sg+Dat
gözlerini	göz+Noun+A3pl+P3sg+Acc
annesi	anne+Noun+A3sg+P3sg+Nom
sorularımla	soru+Noun+A3pl+P1sg+Ins
elimde	el+Noun+A3sg+P1sg+Loc
ilgilenmen	ilgilen+Verb+Pos^DB+Noun+Inf2+A3sg+P2sg+Nom
evladın	evlat+Noun+A3sg+Pnon+Gen
unutma	unut+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
inan	inan+Noun+A3sg+Pnon+Nom
kardeşime	kardeş+Noun+A3sg+P1sg+Dat
izini	iz+Noun+A3sg+P3sg+Acc
köpek	köpek+Noun+A3sg+Pnon+Nom
mübalağa	mübalağa+Noun+A3sg+Pnon+Nom
mübalağaya	mübalağa+Noun+A3sg+Pnon+Dat
eşlik	eş+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
hareketler	hareket+Noun+A3pl+Pnon+Nom
çılgın	çılgın+Noun+A3sg+Pnon+Nom
kadına	kadın+Noun+A3sg+Pnon+Dat
hayatı	hayat+Noun+A3sg+Pnon+Acc
canlı	canlı+Noun+A3sg+Pnon+Nom
atmosfere	atmosfer+Noun+A3sg+Pnon+Dat
soluk	soluk+Noun+A3sg+Pnon+Nom
aylardan	ay+Noun+A3pl+Pnon+Abl
kez	kez+Noun+A3sg+Pnon+Nom
oğlunu	oğul+Noun+A3sg+P3sg+Acc
takdir	takdir+Noun+A3sg+Pnon+Nom
sahnenin	sahne+Noun+A3sg+Pnon+Gen
tonda	ton+Noun+A3sg+Pnon+Loc
devam	devam+Noun+A3sg+Pnon+Nom
etmesinden	et+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Abl
aşağıya	aşağı+Noun+A3sg+Pnon+Dat
taşınması	taşı+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
eşyaların	eşya+Noun+A3pl+Pnon+Gen
kontrol	kontrol+Noun+A3sg+Pnon+Nom
edilmesi	et+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
uşaklar	uşak+Noun+A3pl+Pnon+Nom
aşağı	aşağı+Noun+A3sg+Pnon+Dat
telaşla	telaş+Noun+A3sg+Pnon+Ins
bagajların	bagaj+Noun+A3pl+Pnon+Gen
yerleştirilmesi	yerleş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
detaylarla	detay+Noun+A3pl+Pnon+Ins
uğurlama	uğurla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
esnasında	esna+Noun+A3sg+P3sg+Loc
camdan	cam+Noun+A3sg+Pnon+Abl
hayal	hayal+Noun+A3sg+Pnon+Nom
kırıklığı	kırık+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Nom
fırsatın	fırsat+Noun+A3sg+Pnon+Gen
ziyan	ziyan+Noun+A3sg+Pnon+Nom
olduğunun	ol+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Gen
kederlendiğini	keder+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
ilgilenmek	ilgilen+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
