vermezsin	ver+Verb+Neg+Aor+A2sg
bakar	bak+Verb+Pos+Aor+A3sg
dersiniz	de+Verb+Pos+Aor+A2pl
verir	ver+Verb+Pos+Aor+A3sg
ölürüm	öl+Verb+Pos+Aor+A1sg
sever	sev+Verb+Pos+Aor+A3sg
severim	sev+Verb+Pos+Aor+A1sg
koşarım	koş+Verb+Pos+Aor+A1sg
gelirim	gel+Verb+Pos+Aor+A1sg
ihtiyarlar	ihtiyarla+Verb+Pos+Aor+A3sg
bırakmam	bırak+Verb+Neg+Aor+A1sg
alırlar	al+Verb+Pos+Aor+A3pl
yeter	yet+Verb+Pos+Aor+A3sg
yatırırım	yatır+Verb+Pos+Aor+A1sg
inanır	inan+Verb+Pos+Aor+A3sg
reddetmezsiniz	reddet+Verb+Neg+Aor+A2pl
edersiniz	et+Verb+Pos+Aor+A2pl
öğrenirim	öğren+Verb+Pos+Aor+A1sg
bilirim	bil+Verb+Pos+Aor+A1sg
konuşur	konuş+Verb+Pos+Aor+A3sg
güler	gül+Verb+Pos+Aor+A3sg
küçümser	küçümse+Verb+Pos+Aor+A3sg
hesaplar	hesapla+Verb+Pos+Aor+A3sg
düşünmez	düşün+Verb+Neg+Aor+A3sg
ederiz	et+Verb+Pos+Aor+A1pl
yaparız	yap+Verb+Pos+Aor+A1pl
çıkarım	çık+Verb+Pos+Aor+A1sg
olursun	ol+Verb+Pos+Aor+A2sg
çıkar	çık+Verb+Pos+Aor+A3sg
gerekir	gerek+Verb+Pos+Aor+A3sg
sayar	say+Verb+Pos+Aor+A3sg
mahvolur	mahvol+Verb+Pos+Aor+A3sg
vazgeçer	vazgeç+Verb+Pos+Aor+A3sg
yapışır	yapış+Verb+Pos+Aor+A3sg
getiririm	getir+Verb+Pos+Aor+A1sg
gideriz	git+Verb+Pos+Aor+A1pl
atar	at+Verb+Pos+Aor+A3sg
atmaz	at+Verb+Neg+Aor+A3sg
duyar	duy+Verb+Pos+Aor+A3sg
işitiriz	işit+Verb+Pos+Aor+A1pl
yakışır	yakış+Verb+Pos+Aor+A3sg
alışır	alış+Verb+Pos+Aor+A3sg
çıkmaz	çık+Verb+Neg+Aor+A3sg
görmez	gör+Verb+Neg+Aor+A3sg
eğmez	eğ+Verb+Neg+Aor+A3sg
yemez	ye+Verb+Neg+Aor+A3sg
dilerim	dil+Verb+Pos+Aor+A1sg
tanımaz	tanı+Verb+Neg+Aor+A3sg
tanırım	tanı+Verb+Pos+Aor+A1sg
olurum	ol+Verb+Pos+Aor+A1sg
konuşurum	konuş+Verb+Pos+Aor+A1sg
böbürlenir	böbürlen+Verb+Pos+Aor+A3sg
der	de+Verb+Pos+Aor+A3sg
sorar	sor+Verb+Pos+Aor+A3sg
durursunuz	dur+Verb+Pos+Aor+A2pl
bakarsınız	bak+Verb+Pos+Aor+A2pl
istemez	iste+Verb+Neg+Aor+A3sg
anlar	anla+Verb+Pos+Aor+A3sg
girer	gir+Verb+Pos+Aor+A3sg
olursunuz	ol+Verb+Pos+Aor+A2pl
yeltenmez	yelten+Verb+Neg+Aor+A3sg
gider	git+Verb+Pos+Aor+A3sg
hoşlanırım	hoşlan+Verb+Pos+Aor+A1sg
beklersiniz	bekle+Verb+Pos+Aor+A2pl
dururum	dur+Verb+Pos+Aor+A1sg
şaşar	şaş+Verb+Pos+Aor+A3sg
kalırsınız	kal+Verb+Pos+Aor+A2pl
benzer	benze+Verb+Pos+Aor+A3sg
yakar	yak+Verb+Pos+Aor+A3sg
duymam	duy+Verb+Neg+Aor+A1sg
bilmezsiniz	bil+Verb+Neg+Aor+A2pl
gelmem	gel+Verb+Neg+Aor+A1sg
darılmam	darıl+Verb+Neg+Aor+A1sg
geçmez	geç+Verb+Neg+Aor+A3sg
isterim	iste+Verb+Pos+Aor+A1sg
benimserim	benimse+Verb+Pos+Aor+A1sg
yakalarlar	yakala+Verb+Pos+Aor+A3pl
yaramaz	yara+Verb+Neg+Aor+A3sg
görür	gör+Verb+Pos+Aor+A3sg
sokarım	sok+Verb+Pos+Aor+A1sg
sürer	sür+Verb+Pos+Aor+A3sg
edersin	et+Verb+Pos+Aor+A2sg
anlamaz	anla+Verb+Neg+Aor+A3sg
tanımazsın	tanı+Verb+Neg+Aor+A2sg
çıkarız	çık+Verb+Pos+Aor+A1pl
yükleriz	yükle+Verb+Pos+Aor+A1pl
inmem	in+Verb+Neg+Aor+A1sg
bırakırım	bırak+Verb+Pos+Aor+A1sg
vurur	vur+Verb+Pos+Aor+A3sg
dururlar	dur+Verb+Pos+Aor+A3pl
bayılır	bayıl+Verb+Pos+Aor+A3sg
başlarız	başla+Verb+Pos+Aor+A1pl
başlarsın	başla+Verb+Pos+Aor+A2sg
kullanırsın	kullan+Verb+Pos+Aor+A2sg
alırım	al+Verb+Pos+Aor+A1sg
zannetmem	zannet+Verb+Neg+Aor+A1sg
yaşarız	yaşa+Verb+Pos+Aor+A1pl
saklarız	sakla+Verb+Pos+Aor+A1pl
yakışmaz	yakış+Verb+Neg+Aor+A3sg
bulur	bul+Verb+Pos+Aor+A3sg
toplarlar	topla+Verb+Pos+Aor+A3pl
durmazlar	dur+Verb+Neg+Aor+A3pl
kötümsersin	kötümse+Verb+Pos+Aor+A2sg
uyur	uyu+Verb+Pos+Aor+A3sg
iliklerim	ilikle+Verb+Pos+Aor+A1sg
gösteririm	göster+Verb+Pos+Aor+A1sg
yaparım	yap+Verb+Pos+Aor+A1sg
oturmam	otur+Verb+Neg+Aor+A1sg
hatırlar	hatırla+Verb+Pos+Aor+A3sg
bilirsiniz	bil+Verb+Pos+Aor+A2pl
görünmez	görün+Verb+Neg+Aor+A3sg
girerim	gir+Verb+Pos+Aor+A1sg
düşer	düş+Verb+Pos+Aor+A3sg
ölür	öl+Verb+Pos+Aor+A3sg
yatırırlar	yatır+Verb+Pos+Aor+A3pl
bağlamaz	bağla+Verb+Neg+Aor+A3sg
kaynaşmaz	kaynaş+Verb+Neg+Aor+A3sg
sarkar	sark+Verb+Pos+Aor+A3sg
görmem	gör+Verb+Neg+Aor+A1sg
tırmanmam	tırman+Verb+Neg+Aor+A1sg
gösterir	göster+Verb+Pos+Aor+A3sg
düşünür	düşün+Verb+Pos+Aor+A3sg
ellerim	elle+Verb+Pos+Aor+A1sg
kaldırır	kaldır+Verb+Pos+Aor+A3sg
giderler	git+Verb+Pos+Aor+A3pl
sığmaz	sığ+Verb+Neg+Aor+A3sg
derler	de+Verb+Pos+Aor+A3pl
kullanırlar	kullan+Verb+Pos+Aor+A3pl
karşılaşır	karşılaş+Verb+Pos+Aor+A3sg
rastlar	rastla+Verb+Pos+Aor+A3sg
izler	izle+Verb+Pos+Aor+A3sg
giyer	giy+Verb+Pos+Aor+A3sg
sızar	sız+Verb+Pos+Aor+A3sg
övünür	övün+Verb+Pos+Aor+A3sg
uyanır	uyan+Verb+Pos+Aor+A3sg
çarpmaz	çarp+Verb+Neg+Aor+A3sg
kaybolur	kaybol+Verb+Pos+Aor+A3sg
korkar	kork+Verb+Pos+Aor+A3sg
sezer	sez+Verb+Pos+Aor+A3sg
sezmez	sez+Verb+Neg+Aor+A3sg
tanımlar	tanımla+Verb+Pos+Aor+A3sg
dövmez	döv+Verb+Neg+Aor+A3sg
bulursun	bul+Verb+Pos+Aor+A2sg
ayırır	ayır+Verb+Pos+Aor+A3sg
konuşurlar	konuş+Verb+Pos+Aor+A3pl
yıkar	yık+Verb+Pos+Aor+A3sg
çekinir	çekin+Verb+Pos+Aor+A3sg
değmez	değ+Verb+Neg+Aor+A3sg
döver	döv+Verb+Pos+Aor+A3sg
mahvolursun	mahvol+Verb+Pos+Aor+A2sg
ürker	ürk+Verb+Pos+Aor+A3sg
bağlarlar	bağla+Verb+Pos+Aor+A3pl
doğar	doğ+Verb+Pos+Aor+A3sg
ulaşır	ulaş+Verb+Pos+Aor+A3sg
hissetmem	hisset+Verb+Neg+Aor+A1sg
sökerim	sök+Verb+Pos+Aor+A1sg
açar	aç+Verb+Pos+Aor+A3sg
temizler	temizle+Verb+Pos+Aor+A3sg
böler	böl+Verb+Pos+Aor+A3sg
ayırmam	ayır+Verb+Neg+Aor+A1sg
söylersin	söyle+Verb+Pos+Aor+A2sg
getirmem	getir+Verb+Neg+Aor+A1sg
soymam	soy+Verb+Neg+Aor+A1sg
sürtmem	sürt+Verb+Neg+Aor+A1sg
artar	art+Verb+Pos+Aor+A3sg
değiller	değille+Verb+Pos+Aor+A3sg
dokunur	dokun+Verb+Pos+Aor+A3sg
yaratır	yarat+Verb+Pos+Aor+A3sg
şaşırır	şaşır+Verb+Pos+Aor+A3sg
danışır	danış+Verb+Pos+Aor+A3sg
koşarlar	koş+Verb+Pos+Aor+A3pl
yaparsınız	yap+Verb+Pos+Aor+A2pl
yararım	yar+Verb+Pos+Aor+A1sg
öder	öde+Verb+Pos+Aor+A3sg
görürsün	gör+Verb+Pos+Aor+A2sg
alırsınız	al+Verb+Pos+Aor+A2pl
emredersiniz	emret+Verb+Pos+Aor+A2pl
uğrar	uğra+Verb+Pos+Aor+A3sg
çıkarsınız	çık+Verb+Pos+Aor+A2pl
yersiniz	ye+Verb+Pos+Aor+A2pl
götürür	götür+Verb+Pos+Aor+A3sg
oturursunuz	otur+Verb+Pos+Aor+A2pl
verirsin	ver+Verb+Pos+Aor+A2sg
demezler	de+Verb+Neg+Aor+A3pl
veririm	ver+Verb+Pos+Aor+A1sg
demez	de+Verb+Neg+Aor+A3sg
yemem	ye+Verb+Neg+Aor+A1sg
unutmazlar	unut+Verb+Neg+Aor+A3pl
götürürler	götür+Verb+Pos+Aor+A3pl
sevinirim	sevin+Verb+Pos+Aor+A1sg
hoşlanmam	hoşlan+Verb+Neg+Aor+A1sg
gösterirler	göster+Verb+Pos+Aor+A3pl
sanırsınız	san+Verb+Pos+Aor+A2pl
anlamam	anla+Verb+Neg+Aor+A1sg
verirsiniz	ver+Verb+Pos+Aor+A2pl
geçersin	geç+Verb+Pos+Aor+A2sg
duyarım	duy+Verb+Pos+Aor+A1sg
çekmem	çek+Verb+Neg+Aor+A1sg
yaşamam	yaşa+Verb+Neg+Aor+A1sg
söyler	söyle+Verb+Pos+Aor+A3sg
koruruz	koru+Verb+Pos+Aor+A1pl
korkmam	kork+Verb+Neg+Aor+A1sg
inanırım	inan+Verb+Pos+Aor+A1sg
yeğlerim	yeğle+Verb+Pos+Aor+A1sg
tutar	tut+Verb+Pos+Aor+A3sg
kılar	kıl+Verb+Pos+Aor+A3sg
giyersin	giy+Verb+Pos+Aor+A2sg
takarsın	tak+Verb+Pos+Aor+A2sg
koymaz	koy+Verb+Neg+Aor+A3sg
anlarsın	anla+Verb+Pos+Aor+A2sg
görünür	görün+Verb+Pos+Aor+A3sg
durur	dur+Verb+Pos+Aor+A3sg
tanır	tanı+Verb+Pos+Aor+A3sg
gitmez	git+Verb+Neg+Aor+A3sg
yaşarsınız	yaşa+Verb+Pos+Aor+A2pl
gömersiniz	göm+Verb+Pos+Aor+A2pl
demem	de+Verb+Neg+Aor+A1sg
içerim	iç+Verb+Pos+Aor+A1sg
bakmaz	bak+Verb+Neg+Aor+A3sg
buyurur	buyur+Verb+Pos+Aor+A3sg
görmezler	gör+Verb+Neg+Aor+A3pl
istersiniz	iste+Verb+Pos+Aor+A2pl
vermezsiniz	ver+Verb+Neg+Aor+A2pl
öderim	öde+Verb+Pos+Aor+A1sg
ödersiniz	öde+Verb+Pos+Aor+A2pl
sızlar	sızla+Verb+Pos+Aor+A3sg
belirir	belir+Verb+Pos+Aor+A3sg
öper	öp+Verb+Pos+Aor+A3sg
ağlarlar	ağla+Verb+Pos+Aor+A3pl
yatar	yat+Verb+Pos+Aor+A3sg
yollarım	yolla+Verb+Pos+Aor+A1sg
beklemezler	bekle+Verb+Neg+Aor+A3pl
açmazlar	aç+Verb+Neg+Aor+A3pl
oturur	otur+Verb+Pos+Aor+A3sg
inceler	incele+Verb+Pos+Aor+A3sg
şaşırırsınız	şaşır+Verb+Pos+Aor+A2pl
kalırız	kal+Verb+Pos+Aor+A1pl
başlamaz	başla+Verb+Neg+Aor+A3sg
yenmez	yen+Verb+Neg+Aor+A3sg
dönmez	dön+Verb+Neg+Aor+A3sg
girmez	gir+Verb+Neg+Aor+A3sg
fısıldar	fısılda+Verb+Pos+Aor+A3sg
kaçınır	kaçın+Verb+Pos+Aor+A3sg
incelir	incel+Verb+Pos+Aor+A3sg
duyarız	duy+Verb+Pos+Aor+A1pl
oflar	ofla+Verb+Pos+Aor+A3sg
yapmaz	yap+Verb+Neg+Aor+A3sg
bekler	bekle+Verb+Pos+Aor+A3sg
kalmam	kal+Verb+Neg+Aor+A1sg
görüşürüz	görüş+Verb+Pos+Aor+A1pl
okşar	okşa+Verb+Pos+Aor+A3sg
kurur	kuru+Verb+Pos+Aor+A3sg
kaybolurlar	kaybol+Verb+Pos+Aor+A3pl
ölmez	öl+Verb+Neg+Aor+A3sg
çıkarsın	çık+Verb+Pos+Aor+A2sg
evleniriz	evlen+Verb+Pos+Aor+A1pl
ilerlemem	ilerle+Verb+Neg+Aor+A1sg
önemsemez	önemse+Verb+Neg+Aor+A3sg
yollarsınız	yolla+Verb+Pos+Aor+A2pl
sunar	sun+Verb+Pos+Aor+A3sg
türer	türe+Verb+Pos+Aor+A3sg
yutar	yut+Verb+Pos+Aor+A3sg
kemirirler	kemir+Verb+Pos+Aor+A3pl
cezbeder	cezbet+Verb+Pos+Aor+A3sg
varır	var+Verb+Pos+Aor+A3sg
sağlar	sağla+Verb+Pos+Aor+A3sg
listeler	listele+Verb+Pos+Aor+A3sg
açıklar	açıkla+Verb+Pos+Aor+A3sg
girersiniz	gir+Verb+Pos+Aor+A2pl
ayarlamaz	ayarla+Verb+Neg+Aor+A3sg
vermez	ver+Verb+Neg+Aor+A3sg
reddeder	reddet+Verb+Pos+Aor+A3sg
devralırlar	devral+Verb+Pos+Aor+A3pl
görüntüler	görüntüle+Verb+Pos+Aor+A3sg
gerekmez	gerek+Verb+Neg+Aor+A3sg
ekler	ekle+Verb+Pos+Aor+A3sg
kullanır	kullan+Verb+Pos+Aor+A3sg
eklersiniz	ekle+Verb+Pos+Aor+A2pl
görüntülemez	görüntüle+Verb+Neg+Aor+A3sg
değişir	değiş+Verb+Pos+Aor+A3sg
oluşur	oluş+Verb+Pos+Aor+A3sg
seçersiniz	seç+Verb+Pos+Aor+A2pl
silmez	sil+Verb+Neg+Aor+A3sg
devralmaz	devral+Verb+Neg+Aor+A3sg
siler	sil+Verb+Pos+Aor+A3sg
içerir	içer+Verb+Pos+Aor+A3sg
içermez	içer+Verb+Neg+Aor+A3sg
dönüşür	dönüş+Verb+Pos+Aor+A3sg
destekler	destekle+Verb+Pos+Aor+A3sg
duyarsınız	duy+Verb+Pos+Aor+A2pl
arar	ara+Verb+Pos+Aor+A3sg
belirler	belirle+Verb+Pos+Aor+A3sg
denetler	denetle+Verb+Pos+Aor+A3sg
engellemez	engelle+Verb+Neg+Aor+A3sg
kurar	kur+Verb+Pos+Aor+A3sg
bulurlar	bul+Verb+Pos+Aor+A3pl
etiketler	etiketle+Verb+Pos+Aor+A3sg
alınmaz	alın+Verb+Neg+Aor+A3sg
alınır	alın+Verb+Pos+Aor+A3sg
görürsünüz	gör+Verb+Pos+Aor+A2pl
kaybedersiniz	kaybet+Verb+Pos+Aor+A2pl
taşırsınız	taşı+Verb+Pos+Aor+A2pl
kopyalarsınız	kopyala+Verb+Pos+Aor+A2pl
öneririz	öner+Verb+Pos+Aor+A1pl
yükler	yükle+Verb+Pos+Aor+A3sg
uygular	uygula+Verb+Pos+Aor+A3sg
çağırır	çağır+Verb+Pos+Aor+A3sg
tarar	tara+Verb+Pos+Aor+A3sg
bulunurlar	bulun+Verb+Pos+Aor+A3pl
gönderirsiniz	gönder+Verb+Pos+Aor+A2pl
anlarım	anla+Verb+Pos+Aor+A1sg
yedeklerim	yedekle+Verb+Pos+Aor+A1sg
kalmaz	kal+Verb+Neg+Aor+A3sg
kalmazsınız	kal+Verb+Neg+Aor+A2pl
çarpar	çarp+Verb+Pos+Aor+A3sg
bırakırsınız	bırak+Verb+Pos+Aor+A2pl
sınar	sın+Verb+Pos+Aor+A3sg
gönderir	gönder+Verb+Pos+Aor+A3sg
kaydeder	kaydet+Verb+Pos+Aor+A3sg
aktarır	aktar+Verb+Pos+Aor+A3sg
devralır	devral+Verb+Pos+Aor+A3sg
önermez	öner+Verb+Neg+Aor+A3sg
göstermez	göster+Verb+Neg+Aor+A3sg
silmezsiniz	sil+Verb+Neg+Aor+A2pl
alınırlar	alın+Verb+Pos+Aor+A3pl
ödemezsiniz	öde+Verb+Neg+Aor+A2pl
karışmaz	karış+Verb+Neg+Aor+A3sg
uyarır	uyar+Verb+Pos+Aor+A3sg
kullanırsınız	kullan+Verb+Pos+Aor+A2pl
sağlamaz	sağla+Verb+Neg+Aor+A3sg
desteklemez	destekle+Verb+Neg+Aor+A3sg
katar	kat+Verb+Pos+Aor+A3sg
sağlarsınız	sağla+Verb+Pos+Aor+A2pl
giderir	gider+Verb+Pos+Aor+A3sg
çözersiniz	çöz+Verb+Pos+Aor+A2pl
tanımlarsınız	tanımla+Verb+Pos+Aor+A2pl
hazırlar	hazırla+Verb+Pos+Aor+A3sg
bulmaz	bul+Verb+Neg+Aor+A3sg
eklerim	ekle+Verb+Pos+Aor+A1sg
engellersiniz	engelle+Verb+Pos+Aor+A2pl
açmam	aç+Verb+Neg+Aor+A1sg
korurum	koru+Verb+Pos+Aor+A1sg
seçerim	seç+Verb+Pos+Aor+A1sg
kullanırım	kullan+Verb+Pos+Aor+A1sg
gizlersiniz	gizle+Verb+Pos+Aor+A2pl
gönderirim	gönder+Verb+Pos+Aor+A1sg
korur	koru+Verb+Pos+Aor+A3sg
çalışmaz	çalış+Verb+Neg+Aor+A3sg
açmaz	aç+Verb+Neg+Aor+A3sg
yüklerim	yükle+Verb+Pos+Aor+A1sg
seçer	seç+Verb+Pos+Aor+A3sg
sığar	sığ+Verb+Pos+Aor+A3sg
temizlerim	temizle+Verb+Pos+Aor+A1sg
silerim	sil+Verb+Pos+Aor+A1sg
dener	dene+Verb+Pos+Aor+A3sg
tamamlar	tamamla+Verb+Pos+Aor+A3sg
doğrulamaz	doğrula+Verb+Neg+Aor+A3sg
güvenir	güven+Verb+Pos+Aor+A3sg
uygulamaz	uygula+Verb+Neg+Aor+A3sg
paylaşır	paylaş+Verb+Pos+Aor+A3sg
kullanmaz	kullan+Verb+Neg+Aor+A3sg
azalır	azal+Verb+Pos+Aor+A3sg
görünmezler	görün+Verb+Neg+Aor+A3pl
çalışırsınız	çalış+Verb+Pos+Aor+A2pl
sunmaz	sun+Verb+Neg+Aor+A3sg
sarar	sar+Verb+Pos+Aor+A3sg
yetişirim	yetiş+Verb+Pos+Aor+A1sg
kazanır	kazan+Verb+Pos+Aor+A3sg
dönerim	dön+Verb+Pos+Aor+A1sg
atmam	at+Verb+Neg+Aor+A1sg
kaynaşırız	kaynaş+Verb+Pos+Aor+A1pl
istersin	iste+Verb+Pos+Aor+A2sg
giderim	git+Verb+Pos+Aor+A1sg
kalırsın	kal+Verb+Pos+Aor+A2sg
yaşarlar	yaşa+Verb+Pos+Aor+A3pl
gitmezler	git+Verb+Neg+Aor+A3pl
kurmazlar	kur+Verb+Neg+Aor+A3pl
eyler	eyle+Verb+Pos+Aor+A3sg
sevinir	sevin+Verb+Pos+Aor+A3sg
kayıtlarım	kayıtla+Verb+Pos+Aor+A1sg
koşar	koş+Verb+Pos+Aor+A3sg
olmazlar	ol+Verb+Neg+Aor+A3pl
iner	in+Verb+Pos+Aor+A3sg
inmez	in+Verb+Neg+Aor+A3sg
seviniriz	sevin+Verb+Pos+Aor+A1pl
ilgilenir	ilgilen+Verb+Pos+Aor+A3sg
kaybederiz	kaybet+Verb+Pos+Aor+A1pl
yaparlar	yap+Verb+Pos+Aor+A3pl
yersin	ye+Verb+Pos+Aor+A2sg
koyar	koy+Verb+Pos+Aor+A3sg
unutmam	unut+Verb+Neg+Aor+A1sg
yatırır	yatır+Verb+Pos+Aor+A3sg
bozmaz	boz+Verb+Neg+Aor+A3sg
alkışlarım	alkışla+Verb+Pos+Aor+A1sg
yener	yen+Verb+Pos+Aor+A3sg
oynatmaz	oynat+Verb+Neg+Aor+A3sg
yanar	yan+Verb+Pos+Aor+A3sg
kahrolursunuz	kahrol+Verb+Pos+Aor+A2pl
beğenirsiniz	beğen+Verb+Pos+Aor+A2pl
isteriz	iste+Verb+Pos+Aor+A1pl
gidersin	git+Verb+Pos+Aor+A2sg
kabarır	kabar+Verb+Pos+Aor+A3sg
oynarsınız	oyna+Verb+Pos+Aor+A2pl
bilmezsin	bil+Verb+Neg+Aor+A2sg
vururuz	vur+Verb+Pos+Aor+A1pl
hallederiz	hallet+Verb+Pos+Aor+A1pl
sokarsınız	sok+Verb+Pos+Aor+A2pl
çeker	çek+Verb+Pos+Aor+A3sg
hissedersiniz	hisset+Verb+Pos+Aor+A2pl
çekersiniz	çek+Verb+Pos+Aor+A2pl
almam	al+Verb+Neg+Aor+A1sg
oluruz	ol+Verb+Pos+Aor+A1pl
kaldırırlar	kaldır+Verb+Pos+Aor+A3pl
keseriz	kes+Verb+Pos+Aor+A1pl
tükenmez	tüken+Verb+Neg+Aor+A3sg
yeneriz	yen+Verb+Pos+Aor+A1pl
yenerim	yen+Verb+Pos+Aor+A1sg
davranır	davran+Verb+Pos+Aor+A3sg
oynar	oyna+Verb+Pos+Aor+A3sg
çalışırlar	çalış+Verb+Pos+Aor+A3pl
batarsınız	bat+Verb+Pos+Aor+A2pl
atarsınız	at+Verb+Pos+Aor+A2pl
atarım	at+Verb+Pos+Aor+A1sg
basar	bas+Verb+Pos+Aor+A3sg
düşmez	düş+Verb+Neg+Aor+A3sg
takmaz	tak+Verb+Neg+Aor+A3sg
gülersin	gül+Verb+Pos+Aor+A2sg
yutmaz	yut+Verb+Neg+Aor+A3sg
konuşmam	konuş+Verb+Neg+Aor+A1sg
basmaz	bas+Verb+Neg+Aor+A3sg
bozar	boz+Verb+Pos+Aor+A3sg
veririz	ver+Verb+Pos+Aor+A1pl
söylemem	söyle+Verb+Neg+Aor+A1sg
bakmam	bak+Verb+Neg+Aor+A1sg
kovarım	kov+Verb+Pos+Aor+A1sg
kaybederim	kaybet+Verb+Pos+Aor+A1sg
başvururlar	başvur+Verb+Pos+Aor+A3pl
yeriz	ye+Verb+Pos+Aor+A1pl
gezer	gez+Verb+Pos+Aor+A3sg
kaçmaz	kaç+Verb+Neg+Aor+A3sg
güder	güt+Verb+Pos+Aor+A3sg
söylerim	söyle+Verb+Pos+Aor+A1sg
düzelmez	düzel+Verb+Neg+Aor+A3sg
kaybeder	kaybet+Verb+Pos+Aor+A3sg
kalkarız	kalk+Verb+Pos+Aor+A1pl
tartışırlar	tartış+Verb+Pos+Aor+A3pl
vazgeçmez	vazgeç+Verb+Neg+Aor+A3sg
kaçar	kaç+Verb+Pos+Aor+A3sg
gönderirler	gönder+Verb+Pos+Aor+A3pl
izlerim	izle+Verb+Pos+Aor+A1sg
olmam	ol+Verb+Neg+Aor+A1sg
bozarlar	boz+Verb+Pos+Aor+A3pl
yaparsın	yap+Verb+Pos+Aor+A2sg
kaybedersin	kaybet+Verb+Pos+Aor+A2sg
durursun	dur+Verb+Pos+Aor+A2sg
yummaz	yum+Verb+Neg+Aor+A3sg
hazırlamaz	hazırla+Verb+Neg+Aor+A3sg
kalkmaz	kalk+Verb+Neg+Aor+A3sg
satmam	sat+Verb+Neg+Aor+A1sg
affetmez	affet+Verb+Neg+Aor+A3sg
değişmem	değiş+Verb+Neg+Aor+A1sg
yürür	yürü+Verb+Pos+Aor+A3sg
eksilmez	eksil+Verb+Neg+Aor+A3sg
yıpratır	yıprat+Verb+Pos+Aor+A3sg
oynatırım	oynat+Verb+Pos+Aor+A1sg
mıncıklarız	mıncıkla+Verb+Pos+Aor+A1pl
tarihlerim	tarihle+Verb+Pos+Aor+A1sg
dinlemem	dinle+Verb+Neg+Aor+A1sg
yargılamam	yargıla+Verb+Neg+Aor+A1sg
başvurursun	başvur+Verb+Pos+Aor+A2sg
söylerler	söyle+Verb+Pos+Aor+A3pl
yükselir	yüksel+Verb+Pos+Aor+A3sg
büyür	büyü+Verb+Pos+Aor+A3sg
kapsar	kapsa+Verb+Pos+Aor+A3sg
halleder	hallet+Verb+Pos+Aor+A3sg
takar	tak+Verb+Pos+Aor+A3sg
tükenir	tüken+Verb+Pos+Aor+A3sg
tadar	tat+Verb+Pos+Aor+A3sg
eleştirmem	eleştir+Verb+Neg+Aor+A1sg
takmam	tak+Verb+Neg+Aor+A1sg
bakarım	bak+Verb+Pos+Aor+A1sg
saklarım	sakla+Verb+Pos+Aor+A1sg
yaşar	yaşa+Verb+Pos+Aor+A3sg
sağlarım	sağla+Verb+Pos+Aor+A1sg
