hafta	hafta+Noun+A3sg+Pnon+Nom
para	para+Noun+A3sg+Pnon+Nom
ve	ve+Conj
parasında	para+Noun+A3sg+P3sg+Loc
piyasa	piyasa+Noun+A3sg+Pnon+Nom
borcu	borç+Noun+A3sg+Pnon+Acc
itibarı	itibar+Noun+A3sg+P3sg+Nom
düzeyinde	düzey+Noun+A3sg+P3sg+Loc
emisyon	emisyon+Noun+A3sg+Pnon+Nom
miktarı	miktar+Noun+A3sg+P3sg+Nom
yönünden	yön+Noun+A3sg+P3sg+Abl
milyar	milyar+Num+Card
dolar	dolar+Noun+A3sg+Pnon+Nom
rezervleri	rezerv+Noun+A3pl+P3sg+Nom
dolara	dolar+Noun+A3sg+Pnon+Dat
borç	borç+Noun+A3sg+Pnon+Nom
yılın	yıl+Noun+A3sg+Pnon+Gen
ilk	ilk+Adverb
ayında	ay+Noun+A3sg+P3sg+Loc
verilerine	veri+Noun+A3pl+P3sg+Dat
tarihleri	tarih+Noun+A3pl+P3sg+Nom
arasındaki	ara+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
ödemelerin	ödeme+Noun+A3pl+Pnon+Gen
doları	dolar+Noun+A3sg+Pnon+Acc
diğer	diğer+Adj
kamu	kamu+Noun+A3sg+Pnon+Nom
kuruluşlarına	kuruluş+Noun+A3pl+P3sg+Dat
ait	ait+Postp+PCDat
yıl	yıl+Noun+A3sg+Pnon+Nom
dış	dış+Adj
ödemelerinin	ödeme+Noun+A3pl+P3sg+Gen
piyasalarında	piyasa+Noun+A3pl+P3sg+Loc
şoku	şok+Noun+A3sg+P3sg+Nom
petrolünün	petrol+Noun+A3sg+P3sg+Gen
boru	boru+Noun+A3sg+Pnon+Nom
hattından	hat+Noun+A3sg+P3sg+Abl
kararının	karar+Noun+A3sg+P3sg+Gen
petrol	petrol+Noun+A3sg+Pnon+Nom
fiyatlarının	fiyat+Noun+A3pl+P3sg+Gen
aksine	aksine+Adverb
hızla	hız+Noun+A3sg+Pnon+Ins
neden	neden+Noun+A3sg+Pnon+Nom
kotası	kota+Noun+A3sg+P3sg+Nom
miktara	miktar+Noun+A3sg+Pnon+Dat
değil	değil+Conj
paraya	para+Noun+A3sg+Pnon+Dat
için	için+Postp+PCGen
bazı	bazı+Det
firmalarla	firma+Noun+A3pl+Pnon+Ins
sözleşmeleri	sözleşme+Noun+A3pl+P3sg+Nom
iptal	iptal+Noun+A3sg+Pnon+Nom
gıdaya	gıda+Noun+A3sg+Pnon+Dat
karşı	karşı+Adj
kısıtlı	kısıt+Noun+A3sg+Pnon+Nom^DB+Adj+With
miktarda	miktar+Noun+A3sg+Pnon+Loc
izni	izin+Noun+A3sg+P3sg+Nom
sayılı	sayı+Noun+A3sg+Pnon+Nom^DB+Adj+With
kararı	karar+Noun+A3sg+Pnon+Acc
yönetimine	yönetim+Noun+A3sg+P3sg+Dat
altı	altı+Num+Card
ay	ay+Noun+A3sg+Pnon+Nom
içinde	iç+Noun+A3sg+P2sg+Loc
değerinde	değer+Noun+A3sg+P3sg+Loc
izin	izin+Noun+A3sg+Pnon+Nom
kotasını	kota+Noun+A3sg+P3sg+Acc
kadar	kadar+Postp+PCDat
sözleşme	sözleşme+Noun+A3sg+Pnon+Nom
birkaç	birkaç+Det
kotanın	kota+Noun+A3sg+Pnon+Gen
üzerine	üzer+Noun+A3sg+P2sg+Dat
taleple	talep+Noun+A3sg+Pnon+Ins
başta	başta+Adverb
üzere	üzere+Postp+PCNom
üye	üye+Noun+A3sg+Pnon+Nom
ülkelerin	ülke+Noun+A3pl+Pnon+Gen
diplomatları	diplomat+Noun+A3pl+P3pl+Nom
aylık	aylık+Noun+A3sg+Pnon+Nom
süre	süre+Noun+A3sg+Pnon+Nom
talebini	talep+Noun+A3sg+P3sg+Acc
gözönüne	gözönü+Noun+A3sg+P3sg+Dat
bile	bile+Adverb
nedenle	neden+Noun+A3sg+Pnon+Ins
aralarında	ara+Noun+A3sg+P3pl+Loc
un	un+Noun+A3sg+Pnon+Nom
dünya	dünya+Noun+A3sg+Pnon+Nom
çapındaki	çap+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
pek	pek+Adverb
çok	çok+Adj
şirket	şirket+Noun+A3sg+Pnon+Nom
parametreler	parametre+Noun+A3pl+Pnon+Nom
ayı	ay+Noun+A3sg+P3sg+Nom
hacimlerini	hacim+Noun+A3pl+P3sg+Acc
yarı	yarı+Adj
yarıya	yarı+Noun+A3sg+Pnon+Dat
piyasalara	piyasa+Noun+A3pl+Pnon+Dat
daha	daha+Adverb
az	az+Postp+PCAbl
sinyalini	sinyal+Noun+A3sg+P3sg+Acc
fiyatları	fiyat+Noun+A3pl+Pnon+Acc
etki	etki+Noun+A3sg+Pnon+Nom
sürece	süre+Noun+A3sg+Pnon+Equ
sınırını	sınır+Noun+A3sg+P3sg+Acc
zorunda	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc
sendikacıya	sendikacı+Noun+A3sg+Pnon+Dat
suç	suç+Noun+A3sg+Pnon+Nom
duyurusu	duyuru+Noun+A3sg+P3sg+Nom
kendisine	kendi+Pron+Reflex+A3sg+P3sg+Dat
hakaret	hakaret+Noun+A3sg+Pnon+Nom
gerekçesiyle	gerekçe+Noun+A3sg+P3sg+Ins
hakkında	hak+Noun+A3sg+P3sg+Loc
duyurusunda	duyuru+Noun+A3sg+P3sg+Loc
dilekçesinde	dilekçe+Noun+A3sg+P3sg+Loc
hakarette	hakaret+Noun+A3sg+Pnon+Loc
ifade	ifade+Noun+A3sg+Pnon+Nom
eski	eski+Adj
sendikacı	sendikacı+Noun+A3sg+Pnon+Nom
dolayı	dolayı+Postp+PCAbl
kendisi	kendi+Pron+Reflex+A3sg+P3sg+Nom
dost	dost+Noun+A3sg+Pnon+Nom
yandan	yan+Noun+A3sg+Pnon+Abl
tazminat	tazminat+Noun+A3sg+Pnon+Nom
istemiyle	istem+Noun+A3sg+P3sg+Ins
davanın	dava+Noun+A3sg+Pnon+Gen
duruşması	duruşma+Noun+A3sg+P3sg+Nom
boy	boy+Noun+A3sg+Pnon+Nom
hedefi	hedef+Noun+A3sg+P3sg+Nom
rektörler	rektör+Noun+A3pl+Pnon+Nom
türbana	türban+Noun+A3sg+Pnon+Dat
serbestlik	serbest+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
girişimiyle	girişim+Noun+A3sg+P3sg+Ins
kriz	kriz+Noun+A3sg+Pnon+Nom
rapor	rapor+Noun+A3sg+Pnon+Nom
üniversiteden	üniversite+Noun+A3sg+Pnon+Abl
yalnızca	yalnızca+Adverb
türban	türban+Noun+A3sg+Pnon+Nom
başörtüsüne	başörtü+Noun+A3sg+P3sg+Dat
ortaya	orta+Noun+A3sg+Pnon+Dat
yasağı	yasak+Noun+A3sg+P3sg+Nom
üniversitelerinin	üniversite+Noun+A3pl+P3pl+Gen
rektörlerini	rektör+Noun+A3pl+P3pl+Acc
hedef	hedef+Noun+A3sg+Pnon+Nom
öğretim	öğretim+Noun+A3sg+Pnon+Nom
üyelerinin	üye+Noun+A3pl+P3sg+Gen
ekonomik	ekonomik+Adj
sosyal	sosyal+Adj
merkezi	merkez+Noun+A3sg+P3sg+Nom
gençlik	gençlik+Noun+A3sg+Pnon+Nom
örgütü	örgüt+Noun+A3sg+P3sg+Nom
bilgilerle	bilgi+Noun+A3pl+Pnon+Ins
üniversiteler	üniversite+Noun+A3pl+Pnon+Nom
başörtüsü	başörtü+Noun+A3sg+P3sg+Nom
konulu	konu+Noun+A3sg+Pnon+Nom^DB+Adj+With
üniversitelerdeki	üniversite+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
yasağının	yasak+Noun+A3sg+P3sg+Gen
yaygınlıkta	yaygın+Adj^DB+Noun+Ness+A3sg+Pnon+Loc
üniversitelerin	üniversite+Noun+A3pl+Pnon+Gen
en	en+Adverb
fazla	fazla+Adverb
öğrenciye	öğrenci+Noun+A3sg+Pnon+Dat
sahip	sahip+Noun+A3sg+Pnon+Nom
dikkat	dikkat+Noun+A3sg+Pnon+Nom
önceki	önce+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel
gün	gün+Noun+A3sg+Pnon+Nom
yasasında	yasa+Noun+A3sg+P3sg+Loc
değişiklikten	değişik+Adj^DB+Noun+Ness+A3sg+Pnon+Abl
sonra	sonra+Adverb
mutlaka	mutlaka+Adverb
görevden	görev+Noun+A3sg+Pnon+Abl
üniversitelerde	üniversite+Noun+A3pl+Pnon+Loc
türbanı	türban+Noun+A3sg+Pnon+Acc
serbest	serbest+Adj
girişimlerine	girişim+Noun+A3pl+P3sg+Dat
üniversitenin	üniversite+Noun+A3sg+Pnon+Gen
fakültelerinden	fakülte+Noun+A3pl+P3sg+Abl
büyük	büyük+Adj
tepki	tepki+Noun+A3sg+Pnon+Nom
imzasıyla	imza+Noun+A3sg+P3sg+Ins
dün	dün+Noun+A3sg+Pnon+Nom
yazılı	yazı+Noun+A3sg+Pnon+Nom^DB+Adj+With
girişimlerin	girişim+Noun+A3pl+Pnon+Gen
temelden	temel+Noun+A3sg+Pnon+Abl
yönelik	yönelik+Postp+PCDat
boyutlara	boyut+Noun+A3pl+Pnon+Dat
insan	insan+Noun+A3sg+Pnon+Nom
haklarının	hak+Noun+A3pl+P3sg+Gen
arkasına	arka+Noun+A3sg+P3sg+Dat
somut	somut+Adj
örneğinin	örnek+Noun+A3sg+P3sg+Gen
kıyafet	kıyafet+Noun+A3sg+Pnon+Nom
devrimlerine	devrim+Noun+A3pl+P3sg+Dat
aykırı	aykırı+Adj
insanları	insan+Noun+A3pl+P3pl+Nom
oysa	oysa+Conj
senin	sen+Pron+Pers+A2sg+Pnon+Gen
sözler	söz+Noun+A3pl+Pnon+Nom
öyle	öyle+Adverb
nefret	nefret+Noun+A3sg+Pnon+Nom
dolu	dolu+Adj
ki	ki+Conj
on	on+Num+Card
yaşındayım	yaş+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
diye	diye+Postp+PCNom
cevap	cevap+Noun+A3sg+Pnon+Nom
delikanlı	delikanlı+Noun+A3sg+Pnon+Nom
ne	ne+Conj
sana	sen+Pron+Pers+A2sg+Pnon+Dat
yardım	yardım+Noun+A3sg+Pnon+Nom
nasıl	nasıl+Adverb
şimdi	şimdi+Adverb
her	her+Det
şeyi	şey+Noun+A3sg+Pnon+Acc
çöpe	çöp+Noun+A3sg+Pnon+Dat
atsam	at+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Cond+A1sg
evraklarım	evrak+Noun+A3pl+P1sg+Nom
bunu	bu+Pron+Demons+A3sg+Pnon+Acc
eskiden	eskiden+Adverb
düşkün	düşkün+Adj
şu	şu+Pron+Demons+A3sg+Pnon+Nom
aptal	aptal+Adj
melodramlardaki	melodram+Noun+A3pl+Pnon+Loc^DB+Adj+Rel
kahramanlara	kahraman+Noun+A3pl+Pnon+Dat
ah	ah+Interj
muazzam	muazzam+Adj
mutluluk	mutlu+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
artık	artık+Adverb
birine	biri+Pron+Quant+A3sg+P3sg+Dat
asla	asla+Adverb
zarar	zarar+Noun+A3sg+Pnon+Nom
mi	mi+Ques+Pres+A3sg
huysuzca	huy+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Adj+AsIf
onu	o+Pron+Pers+A3sg+Pnon+Acc
evet	evet+Adverb
sonsuza	son+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Zero+A3sg+Pnon+Dat
o	o+Pron+Demons+A3sg+Pnon+Nom
ebediyen	ebediyen+Adverb
kız	kız+Noun+A3sg+Pnon+Nom
ondan	o+Pron+Pers+A3sg+Pnon+Abl
elini	el+Noun+A3sg+P3sg+Acc
kardeşinin	kardeş+Noun+A3sg+P3sg+Gen
omzuna	omuz+Noun+A3sg+P3sg+Dat
sadece	sadece+Adverb
oğlan	oğlan+Noun+A3sg+Pnon+Nom
çocuğu	çocuk+Noun+A3sg+Pnon+Acc
omnibüse	omnibüs+Noun+A3sg+Pnon+Dat
yakınındaki	yakın+Noun+A3sg+P3sg+Loc^DB+Adj+Rel
evlerine	ev+Noun+A3pl+P3sg+Dat
yakın	yakı+Noun+A3sg+P2sg+Nom
yerde	yer+Noun+A3sg+Pnon+Loc
beşi	beş+Num+Card^DB+Noun+Zero+A3sg+P3sg+Nom
oyundan	oyun+Noun+A3sg+Pnon+Abl
önce	önce+Adverb
saat	saat+Noun+A3sg+Pnon+Nom
istirahat	istirahat+Noun+A3sg+Pnon+Nom
kıza	kız+Noun+A3sg+Pnon+Dat
ısrar	ısrar+Noun+A3sg+Pnon+Nom
yokken	yok+Adj^DB+Verb+Zero^DB+Adverb+While
biraz	biraz+Adverb
kalıp	kalıp+Noun+A3sg+Pnon+Nom
sahne	sahne+Noun+A3sg+Pnon+Nom
çünkü	çünkü+Conj
tür	tür+Noun+A3sg+Pnon+Nom
sahneden	sahne+Noun+A3sg+Pnon+Abl
odasında	oda+Noun+A3sg+P3sg+Loc
kalbinde	kalp+Noun+A3sg+P3sg+Loc
sanki	sanki+Adverb
kardeşiyle	kardeş+Noun+A3sg+P3sg+Ins
arasına	ara+Noun+A3sg+P3sg+Dat
yabancıya	yabancı+Noun+A3sg+Pnon+Dat
şiddetli	şiddet+Noun+A3sg+Pnon+Nom^DB+Adj+With
düşmanlık	düşman+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
nebze	nebze+Noun+A3sg+Pnon+Nom
kıskançlık	kıskanç+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
vardı	var+Adj^DB+Verb+Zero+Past+A3sg
kızın	kız+Noun+A3sg+Pnon+Gen
kolları	kol+Noun+A3pl+P3sg+Nom
boynuna	boyun+Noun+A3sg+P3sg+Dat
parmakları	parmak+Noun+A3pl+P3sg+Nom
saçlarıyla	saç+Noun+A3pl+P3sg+Ins
gerçek	gerçek+Adj
muhabbetle	muhabbet+Noun+A3sg+Pnon+Ins
kardeşini	kardeş+Noun+A3sg+P3sg+Acc
gözlerinde	göz+Noun+A3pl+P3pl+Loc
yaş	yaş+Adj
aşağıda	aşağı+Noun+A3sg+Pnon+Loc
kadın	kadın+Noun+A3sg+Pnon+Nom
oğlunun	oğul+Noun+A3sg+P3sg+Gen
hiç	hiç+Adverb
dakik	dakik+Adj
şikayet	şikayet+Noun+A3sg+Pnon+Nom
de	de+Conj
zengin	zengin+Adj
sofranın	sofra+Noun+A3sg+Pnon+Gen
başına	baş+Noun+A3sg+P3sg+Dat
masanın	masa+Noun+A3sg+Pnon+Gen
etrafında	etraf+Noun+A3sg+P3sg+Loc
kirli	kir+Noun+A3sg+Pnon+Nom^DB+Adj+With
örtünün	örtü+Noun+A3sg+Pnon+Gen
üzerinde	üzer+Noun+A3sg+P2sg+Loc
omnibüslerin	omnibüs+Noun+A3pl+Pnon+Gen
gürültüsünü	gürültü+Noun+A3sg+P3sg+Acc
tek	tek+Adj
atlı	at+Noun+A3sg+Pnon+Nom^DB+Adj+With
binek	binek+Noun+A3sg+Pnon+Nom
arabalarının	araba+Noun+A3pl+P3sg+Gen
patırtılarını	patırtı+Noun+A3pl+P3sg+Acc
azıcık	azı+Noun+A3sg+Pnon+Nom^DB+Noun+Dim+A3sg+Pnon+Nom
vaktinin	vakit+Noun+A3sg+P3sg+Gen
dakikasını	dakika+Noun+A3sg+P3sg+Acc
hırsla	hırs+Noun+A3sg+Pnon+Ins
sesleri	ses+Noun+A3pl+P3sg+Nom
zaman	zaman+Noun+A3sg+Pnon+Nom
tabağını	tabak+Noun+A3sg+P3sg+Acc
öteye	öte+Noun+A3sg+Pnon+Dat
başını	baş+Noun+A3sg+P3sg+Acc
elleri	el+Noun+A3pl+Pnon+Acc
şeyleri	şey+Noun+A3pl+Pnon+Acc
hakkına	hak+Noun+A3sg+P3sg+Dat
durum	durum+Noun+A3sg+Pnon+Nom
şüphe	şüphe+Noun+A3sg+Pnon+Nom
gibiyse	gibi+Postp+PCNom^DB+Verb+Zero+Cond+A3sg
haber	haber+Noun+A3sg+Pnon+Nom
korkuyla	korku+Noun+A3sg+Pnon+Ins
karışık	karışık+Adj
hüzünle	hüzün+Noun+A3sg+Pnon+Ins
dudaklarından	dudak+Noun+A3pl+P3sg+Abl
makineden	makine+Noun+A3sg+Pnon+Abl
gibi	gibi+Postp+PCGen
pırtık	pırtık+Noun+A3sg+Pnon+Nom
dantel	dantel+Noun+A3sg+Pnon+Nom
mendilini	mendil+Noun+A3sg+P3sg+Acc
arasında	ara+Noun+A3sg+P3sg+Loc
altıyı	altı+Num+Card^DB+Noun+Zero+A3sg+Pnon+Acc
kapıya	kapı+Noun+A3sg+Pnon+Dat
annesine	anne+Noun+A3sg+P3sg+Dat
gözleri	göz+Noun+A3pl+P3pl+Nom
merhamet	merhamet+Noun+A3sg+Pnon+Nom
öfkeden	öfke+Noun+A3sg+Pnon+Abl
deliye	deli+Adj^DB+Noun+Zero+A3sg+Pnon+Dat
sorularım	soru+Noun+A3pl+P1sg+Nom
var	var+Adj
odanın	oda+Noun+A3sg+Pnon+Gen
doğruyu	doğru+Adj^DB+Noun+Zero+A3sg+Pnon+Acc
hakkım	hak+Noun+A3sg+P1sg+Nom
babamla	baba+Noun+A3sg+P1sg+Ins
evli	evli+Adj
miydin	mi+Ques+Past+A2sg
derin	derin+Adj
berbat	berbat+Adj
an	an+Noun+A3sg+Pnon+Nom
günler	gün+Noun+A3pl+Pnon+Nom
geceler	gece+Noun+A3pl+Pnon+Nom
boyunca	boyunca+Postp+PCNom
haftalar	hafta+Noun+A3pl+Pnon+Nom
aylar	ay+Noun+A3pl+Pnon+Nom
korkusunu	korku+Noun+A3sg+P3sg+Acc
dehşetli	dehşet+Noun+A3sg+Pnon+Nom^DB+Adj+With
dakika	dakika+Noun+A3sg+Pnon+Nom
sonunda	sonunda+Adverb
buna	bu+Pron+Demons+A3sg+Pnon+Dat
rağmen	rağmen+Postp+PCDat
korku	korku+Noun+A3sg+Pnon+Nom
açıdan	açı+Noun+A3sg+Pnon+Abl
hüsran	hüsran+Noun+A3sg+Pnon+Nom
dobralık	dobra+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
aynı	aynı+Adj
şekilde	şekil+Noun+A3sg+Pnon+Loc
açık	açık+Adverb
vaziyet	vaziyet+Noun+A3sg+Pnon+Nom
peyderpey	peyderpey+Adverb
peyda	peyda+Adj
ona	o+Pron+Pers+A3sg+Pnon+Dat
kötü	kötü+Adj
deneyimlerini	deneyim+Noun+A3pl+P3sg+Acc
hayatın	hayat+Noun+A3sg+Pnon+Gen
sert	sert+Adj
basitliğine	basit+Adj^DB+Noun+Ness+A3sg+P3sg+Dat
hayret	hayret+Noun+A3sg+Pnon+Nom
yanıt	yanıt+Noun+A3sg+Pnon+Nom
babam	baba+Noun+A3sg+P1sg+Nom
alçak	alçak+Adj
adamdı	ada+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Past+A3sg
yumruklarını	yumruk+Noun+A3pl+P3pl+Acc
temin	temin+Noun+A3sg+Pnon+Nom
aleyhinde	aleyh+Noun+A3sg+P3sg+Loc
oğlum	oğul+Noun+A3sg+P1sg+Nom
babandı	baba+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
centilmendi	centilmen+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
size	siz+Pron+Pers+A2pl+Pnon+Dat
bağlıydı	bağ+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
ağzından	ağız+Noun+A3sg+P3sg+Abl
küfür	küfür+Noun+A3sg+Pnon+Nom
fakat	fakat+Conj
adam	adam+Noun+A3sg+Pnon+Nom
centilmen	centilmen+Noun+A3sg+Pnon+Nom
yoksa	yok+Adj^DB+Verb+Zero+Cond+A3sg
mu	mu+Ques+Pres+A3sg
yüksek	yüksek+Adj
sınıftan	sınıf+Noun+A3sg+Pnon+Abl
aileye	aile+Noun+A3sg+Pnon+Dat
mensup	mensup+Noun+A3sg+Pnon+Nom
kadının	kadı+Noun+A3sg+Pnon+Gen
içine	iç+Noun+A3sg+P3sg+Dat
iğrenç	iğrenç+Adj
utanç	utanç+Noun+A3sg+Pnon+Nom
hissi	his+Noun+A3sg+P3sg+Nom
önüne	ön+Noun+A3sg+P3sg+Dat
gözlerini	göz+Noun+A3pl+P3sg+Acc
annesi	anne+Noun+A3sg+P3sg+Nom
benim	ben+Pron+Pers+A1sg+Pnon+Gen
yoktu	yok+Adj^DB+Verb+Zero+Past+A3sg
doğru	doğru+Postp+PCDat
ilgili	ilgi+Noun+A3sg+Pnon+Nom^DB+Adj+With
sorularımla	soru+Noun+A3pl+P1sg+Ins
üzgünüm	üzgün+Adj^DB+Verb+Zero+Pres+A1sg
elimde	el+Noun+A3sg+P1sg+Loc
evladın	evlat+Noun+A3sg+Pnon+Gen
inan	inan+Noun+A3sg+Pnon+Nom
bana	ben+Pron+Pers+A1sg+Pnon+Dat
eğer	eğer+Conj
kardeşime	kardeş+Noun+A3sg+P1sg+Dat
kim	kim+Pron+Ques+A3sg+Pnon+Nom
izini	iz+Noun+A3sg+P3sg+Acc
köpek	köpek+Noun+A3sg+Pnon+Nom
mübalağa	mübalağa+Noun+A3sg+Pnon+Nom
mübalağaya	mübalağa+Noun+A3sg+Pnon+Dat
eşlik	eş+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
ihtiraslı	ihtiras+Noun+A3sg+Pnon+Nom^DB+Adj+With
hareketler	hareket+Noun+A3pl+Pnon+Nom
çılgın	çılgın+Noun+A3sg+Pnon+Nom
heyecanlı	heyecan+Noun+A3sg+Pnon+Nom^DB+Adj+With
kadına	kadın+Noun+A3sg+Pnon+Dat
hayatı	hayat+Noun+A3sg+Pnon+Acc
canlı	canlı+Noun+A3sg+Pnon+Nom
atmosfere	atmosfer+Noun+A3sg+Pnon+Dat
alışkındı	alışkı+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
soluk	soluk+Noun+A3sg+Pnon+Nom
aylardan	ay+Noun+A3pl+Pnon+Abl
kez	kez+Noun+A3sg+Pnon+Nom
oğlunu	oğul+Noun+A3sg+P3sg+Acc
gerçekten	gerçekten+Adverb
takdir	takdir+Noun+A3sg+Pnon+Nom
sahnenin	sahne+Noun+A3sg+Pnon+Gen
duygusal	duygusal+Adj
tonda	ton+Noun+A3sg+Pnon+Loc
devam	devam+Noun+A3sg+Pnon+Nom
memnun	memnun+Adj
aşağıya	aşağı+Noun+A3sg+Pnon+Dat
eşyaların	eşya+Noun+A3pl+Pnon+Gen
kontrol	kontrol+Noun+A3sg+Pnon+Nom
uşaklar	uşak+Noun+A3pl+Pnon+Nom
aşağı	aşağı+Noun+A3sg+Pnon+Dat
yukarı	yukarı+Adj
telaşla	telaş+Noun+A3sg+Pnon+Ins
bagajların	bagaj+Noun+A3pl+Pnon+Gen
lazımdı	lazım+Adj^DB+Verb+Zero+Past+A3sg
lüzumsuz	lüzum+Noun+A3sg+Pnon+Nom^DB+Adj+Without
detaylarla	detay+Noun+A3pl+Pnon+Ins
esnasında	esna+Noun+A3sg+P3sg+Loc
camdan	cam+Noun+A3sg+Pnon+Abl
yeniden	yeniden+Adverb
hayal	hayal+Noun+A3sg+Pnon+Nom
kırıklığı	kırık+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Nom
fırsatın	fırsat+Noun+A3sg+Pnon+Gen
ziyan	ziyan+Noun+A3sg+Pnon+Nom
farkındaydı	fark+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
yalnız	yalnız+Adverb
kendi	kendi+Pron+Reflex+A3sg+P3sg+Nom
kendisini	kendi+Pron+Reflex+A3sg+P3sg+Acc
teselli	teselli+Noun+A3sg+Pnon+Nom
cümlelerini	cümle+Noun+A3pl+P3sg+Acc
ricada	rica+Noun+A3sg+Pnon+Loc
tehdidinden	tehdit+Noun+A3sg+P3sg+Abl
söz	söz+Noun+A3sg+Pnon+Nom
dramatik	dramatik+Adj
biçimde	biçim+Noun+A3sg+Pnon+Loc
tehditten	tehdit+Noun+A3sg+Pnon+Abl
tehdide	tehdit+Noun+A3sg+Pnon+Dat
sonradan	sonradan+Adverb
hep	hep+Adverb
beraber	beraber+Postp+PCIns
küçük	küçük+Adj
şahsi	şahsi+Adj
odada	oda+Noun+A3sg+Pnon+Loc
üç	üç+Num+Card
kişi	kişi+Noun+A3sg+Pnon+Nom
akşam	akşam+Noun+A3sg+Pnon+Nom
yemeğine	yemek+Noun+A3sg+P3sg+Dat
kapıda	kapı+Noun+A3sg+Pnon+Loc
yeni	yeni+Adj
haberler	haber+Noun+A3pl+Pnon+Nom
duydun	duy+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A2sg
sanatçı	sanatçı+Noun+A3sg+Pnon+Nom
şapkasıyla	şapka+Noun+A3sg+P3sg+Ins
ceketini	ceket+Noun+A3sg+P3sg+Acc
garsona	garson+Noun+A3sg+Pnon+Dat
umarım	umar+Noun+A3sg+P1sg+Nom
meseleler	mesele+Noun+A3pl+Pnon+Nom
beni	ben+Pron+Pers+A1sg+Pnon+Acc
resmi	resmi+Adj
değer	değer+Noun+A3sg+Pnon+Nom
zor	zor+Adj
