rahatlattı	rahatla+Verb^DB+Verb+Caus+Pos+Past+A3sg
çıkmamıştı	çık+Verb+Neg+Narr+Past+A3sg
hatırlatmıştı	hatırla+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
adamdı	adam+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
salladı	salla+Verb+Pos+Past+A3sg
biliyordum	bile+Verb+Pos+Prog1+Past+A1sg
sevdik	sev+Verb+Pos+Past+A1pl
yaşasaydı	yaşa+Verb+Pos+Desr+Past+A3sg
ederdi	et+Verb+Pos+Aor+Past+A3sg
babandı	baba+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
centilmendi	centilmen+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
bağlıydı	bağ+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
haykırdı	haykır+Verb+Pos+Past+A3sg
doldu	dol+Verb+Pos+Past+A3sg
sildi	sil+Verb+Pos+Past+A3sg
fısıldadı	fısılda+Verb+Pos+Past+A3sg
yoktu	yok+Adj^DB+Verb+Zero+Past+A3sg
duygulanmıştı	duygu+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Narr+Past+A3sg
öptü	öp+Verb+Pos+Past+A3sg
verdimse	ver+Verb+Pos+Past+A1sg+Cond
gösterdi	göster+Verb+Pos+Past+A3sg
alışkındı	alışkı+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
olurdu	ol+Verb+Pos+Aor+Past+A3sg
kesti	kes+Verb+Pos+Past+A3sg
lazımdı	lazım+Adj^DB+Verb+Zero+Past+A3sg
kayboluyordu	kaybol+Verb+Pos+Prog1+Past+A3sg
duydu	duy+Verb+Pos+Past+A3sg
farkındaydı	fark+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
hatırladı	hatırla+Verb+Pos+Past+A3sg
bulunmuştu	bulun+Verb+Pos+Narr+Past+A3sg
etmedi	et+Verb+Neg+Past+A3sg
hissetti	hisset+Verb+Pos+Past+A3sg
duydun	duy+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A2sg
nişanlandı	nişanla+Verb^DB+Verb+Pass+Pos+Past+A3sg
silkindi	silkin+Verb+Pos+Past+A3sg
çattı	çat+Verb+Pos+Past+A3sg
söylemedim	söyle+Verb+Neg+Past+A1sg
söyledim	söyle+Verb+Pos+Past+A1sg
geliştirmişti	geliş+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
üzülürdüm	üz+Verb^DB+Verb+Pass+Pos+Aor+Past+A1sg
sordu	sor+Verb+Pos+Past+A3sg
gelmedik	gel+Verb+Neg+Past+A1pl
vuruldu	vur+Verb^DB+Verb+Pass+Pos+Past+A3sg
olmazdı	ol+Verb+Neg+Aor+Past+A3sg
güldü	gül+Verb+Pos+Past+A3sg
olmamıştım	ol+Verb+Neg+Narr+Past+A1sg
oldu	ol+Verb+Pos+Past+A3sg
görünüyordu	görün+Verb+Pos+Prog1+Past+A3sg
söyledin	söyle+Verb+Pos+Past+A2sg
karıştı	karış+Verb+Pos+Past+A3sg
koymuştu	koy+Verb+Pos+Narr+Past+A3sg
giyindim	giy+Verb^DB+Verb+Reflex+Pos+Past+A1sg
yedim	ye+Verb+Pos+Past+A1sg
gittim	git+Verb+Pos+Past+A1sg
oynuyordu	oyna+Verb+Pos+Prog1+Past+A3sg
muhteşemdi	muhteşem+Adj^DB+Verb+Zero+Past+A3sg
görmeliydiniz	gör+Verb+Pos+Neces+Past+A2pl
harikaydı	harika+Adj^DB+Verb+Zero+Past+A3sg
giymişti	giy+Verb+Pos+Narr+Past+A3sg
görünmemişti	görün+Verb+Neg+Narr+Past+A3sg
taşıyordu	taş+Verb+Pos+Prog1+Past+A3sg
toplanmıştı	topla+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
izledim	izle+Verb+Pos+Past+A1sg
unuttum	unut+Verb+Pos+Past+A1sg
ilerliyordum	ilerle+Verb+Pos+Prog1+Past+A1sg
konuştum	konuş+Verb+Pos+Past+A1sg
peydahlandı	peydahla+Verb^DB+Verb+Pass+Pos+Past+A3sg
yaklaştı	yaklaş+Verb+Pos+Past+A3sg
öptük	öp+Verb+Pos+Past+A1pl
geliyordu	gel+Verb+Pos+Prog1+Past+A3sg
titredi	titre+Verb+Pos+Past+A3sg
ürperdi	ürper+Verb+Pos+Past+A3sg
söylemedi	söyle+Verb+Neg+Past+A3sg
fısıldadılar	fısılda+Verb+Pos+Past+A3pl
yaptın	yap+Verb+Pos+Past+A2sg
bıraktım	bırak+Verb+Pos+Past+A1sg
yudumladı	yudumla+Verb+Pos+Past+A3sg
unuttun	unut+Verb+Pos+Past+A2sg
konuşmadım	konuş+Verb+Neg+Past+A1sg
mırıldandı	mırıldan+Verb+Pos+Past+A3sg
sordum	sor+Verb+Pos+Past+A1sg
uzaklaştım	uzak+Adj^DB+Verb+Become+Pos+Past+A1sg
değiştim	değiş+Verb+Pos+Past+A1sg
unutturdu	unut+Verb^DB+Verb+Caus+Pos+Past+A3sg
silkti	silk+Verb+Pos+Past+A3sg
geçti	geç+Verb+Pos+Past+A3sg
yudumladılar	yudumla+Verb+Pos+Past+A3pl
düşünceliydi	düşünce+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
dayanamazdı	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Past+A3sg
ayrıldı	ayır+Verb^DB+Verb+Pass+Pos+Past+A3sg
kapladı	kapla+Verb+Pos+Past+A3sg
hissediyordu	hisset+Verb+Pos+Prog1+Past+A3sg
girmişti	gir+Verb+Pos+Narr+Past+A3sg
koyulaştı	koyu+Adj^DB+Verb+Become+Pos+Past+A3sg
bulanıklaştı	bulanık+Adj^DB+Verb+Become+Pos+Past+A3sg
gibiydi	gibi+Postp+PCNom^DB+Verb+Zero+Past+A3sg
kalabalıktı	kalabalık+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
varmıştı	var+Verb+Pos+Narr+Past+A3sg
götürdü	götür+Verb+Pos+Past+A3sg
hoşlanmıştı	hoşlan+Verb+Pos+Narr+Past+A3sg
ediyordu	et+Verb+Pos+Prog1+Past+A3sg
oyalamaktaydı	oyala+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Past+A3sg
fazlaydı	fazla+Adj^DB+Verb+Zero+Past+A3sg
benziyordu	benze+Verb+Pos+Prog1+Past+A3sg
paylaştılar	paylaş+Verb+Pos+Past+A3pl
ahenksizdi	ahenk+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
anladım	anla+Verb+Pos+Past+A1sg
düşünmüyordum	düşün+Verb+Neg+Prog1+Past+A1sg
olacaktın	ol+Verb+Pos+Fut+Past+A2sg
güzeldi	güzel+Adj^DB+Verb+Zero+Past+A3sg
düşündü	düşün+Verb+Pos+Past+A3sg
andırıyordu	an+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
düşmüştü	düş+Verb+Pos+Narr+Past+A3sg
titriyordu	titre+Verb+Pos+Prog1+Past+A3sg
başladı	başla+Verb+Pos+Past+A3sg
alamıyordu	al+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
mırıldanıyordu	mırıldan+Verb+Pos+Prog1+Past+A3sg
geçiyordu	geç+Verb+Pos+Prog1+Past+A3sg
girdi	gir+Verb+Pos+Past+A3sg
salındı	sal+Verb^DB+Verb+Pass+Pos+Past+A3sg
durdu	dur+Verb+Pos+Past+A3sg
yapılmıştı	yap+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
suskundu	susku+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
konuştu	konuş+Verb+Pos+Past+A3sg
başarısızdı	başarı+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
kullanamıyordu	kullan+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
yarattı	yarat+Verb+Pos+Past+A3sg
solgunlaştı	solgun+Adj^DB+Verb+Become+Pos+Past+A3sg
gergindi	gergi+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
edemediler	et+Verb^DB+Verb+Able+Neg+Past+A3pl
görünmüştü	görün+Verb+Pos+Narr+Past+A3sg
beklediler	bekle+Verb+Pos+Past+A3pl
edilemezdi	et+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Past+A3sg
değildi	değil+Verb+Neg+Past+A3sg
kötüleşti	kötü+Adj^DB+Verb+Become+Pos+Past+A3sg
suniydi	suni+Adj^DB+Verb+Zero+Past+A3sg
vurguluyordu	vurgula+Verb+Pos+Prog1+Past+A3sg
boyardı	boyar+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
okudu	oku+Verb+Pos+Past+A3sg
düşündürüyordu	düşün+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
hakimdi	haki+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Past+A3sg
oyundu	oyun+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
dağıldı	dağıl+Verb+Pos+Past+A3sg
başladılar	başla+Verb+Pos+Past+A3pl
kendisiydi	kendi+Pron+Reflex+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
duyuldu	duy+Verb^DB+Verb+Pass+Pos+Past+A3sg
giydi	giy+Verb+Pos+Past+A3sg
göründü	görün+Verb+Pos+Past+A3sg
sanatçıydı	sanatçı+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kaptırmıştı	kap+Verb^DB+Verb+Caus+Pos+Narr+Past+A3sg
sayılacaktı	say+Verb^DB+Verb+Pass+Pos+Fut+Past+A3sg
çekiciydi	çek+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
kaybetmiyordu	kaybet+Verb+Neg+Prog1+Past+A3sg
geçtim	geç+Verb+Pos+Past+A1sg
söylemiyordu	söyle+Verb+Neg+Prog1+Past+A3sg
kalmazdı	kal+Verb+Neg+Aor+Past+A3sg
durmuyordu	dur+Verb+Neg+Prog1+Past+A3sg
inanırdı	inan+Verb+Pos+Aor+Past+A3sg
canlandırıyordu	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+Past+A3sg
veriyordu	ver+Verb+Pos+Prog1+Past+A3sg
heyecanlıydı	heyecan+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
oturuyordu	otur+Verb+Pos+Prog1+Past+A3sg
hazırlamıştı	hazırla+Verb+Pos+Narr+Past+A3sg
halindeydi	hal+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
çizilmişti	çiz+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
emindi	em+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
sabırsızlanıyordu	sabır+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Acquire+Pos+Prog1+Past+A3sg
kemiriyordu	kemir+Verb+Pos+Prog1+Past+A3sg
denemişti	dene+Verb+Pos+Narr+Past+A3sg
biliyordu	bile+Verb+Pos+Prog1+Past+A3sg
yanıltmazdı	yanıl+Verb^DB+Verb+Caus+Neg+Aor+Past+A3sg
buydu	bu+Pron+Demons+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
başlamıştı	başla+Verb+Pos+Narr+Past+A3sg
sardı	sar+Verb+Pos+Past+A3sg
başlandı	başla+Verb^DB+Verb+Pass+Pos+Past+A3sg
kararlaştırılmıştı	karar+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+Past+A3sg
çıkmıştı	çık+Verb+Pos+Narr+Past+A3sg
mıydı	mı+Ques+Past+A3sg
öğrenilemedi	öğren+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Past+A3sg
dönmediler	dön+Verb+Neg+Past+A3pl
yayıldı	yay+Verb^DB+Verb+Pass+Pos+Past+A3sg
kökleşti	kök+Adj^DB+Verb+Become+Pos+Past+A3sg
çakışmasıydı	çakış+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
alamazdım	al+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
sebepti	sebep+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
sayılmazdı	say+Verb^DB+Verb+Pass+Neg+Aor+Past+A3sg
basacaktı	bas+Verb+Pos+Fut+Past+A3sg
davranıyordu	davran+Verb+Pos+Prog1+Past+A3sg
bilebilirdi	bil+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
kaftandı	kaftan+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
düşkündü	düşkü+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
edemiyordu	et+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
uyandıramazdı	uyan+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+Past+A3sg
ahlaksızlıktı	ahlak+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
zorundaydı	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
tutamazdı	tut+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
güvenebilirdi	güven+Verb+Pos^DB+Verb+Able+Aor+Past+A3sg
mümkündü	mümkün+Adj^DB+Verb+Zero+Past+A3sg
başlamamıştı	başla+Verb+Neg+Narr+Past+A3sg
hazırlanıyordu	hazırla+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
bilmiyordu	bil+Verb+Neg+Prog1+Past+A3sg
inanıyordu	inan+Verb+Pos+Prog1+Past+A3sg
bindirdi	bin+Verb^DB+Verb+Caus+Pos+Past+A3sg
özelliğiydi	özellik+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
uyardı	uyar+Verb+Pos+Past+A3sg
koymadı	koy+Verb+Neg+Past+A3sg
memnundu	memnu+Adj^DB+Noun+Zero+A3sg+P2sg+Nom^DB+Verb+Zero+Past+A3sg
neşeliydi	neşe+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
gidiyordu	git+Verb+Pos+Prog1+Past+A3sg
içmişti	iç+Verb+Pos+Narr+Past+A3sg
yuvarladı	yuvarla+Verb+Pos+Past+A3sg
cıvıttı	cıvı+Verb^DB+Verb+Caus+Pos+Past+A3sg
dolduruyordu	dol+Verb^DB+Verb+Caus+Pos+Prog1+Past+A3sg
iyiydi	iyi+Adj^DB+Verb+Zero+Past+A3sg
çalışıyordu	çalış+Verb+Pos+Prog1+Past+A3sg
bürünmüştü	bürü+Verb^DB+Verb+Pass+Pos+Narr+Past+A3sg
neşesizdi	neşe+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A3sg
yiyordu	ye+Verb+Pos+Prog1+Past+A3sg
çekemiyordu	çek+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
olacaktı	ol+Verb+Pos+Fut+Past+A3sg
büyüktü	büyük+Adj^DB+Verb+Zero+Past+A3sg
yetmişti	yet+Verb+Pos+Narr+Past+A3sg
uğruyordu	uğra+Verb+Pos+Prog1+Past+A3sg
oluyordu	ol+Verb+Pos+Prog1+Past+A3sg
başlayamazdı	başla+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
üzüntülüydü	üzüntü+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
karşılaştım	karşılaş+Verb+Pos+Past+A1sg
kızdı	kız+Verb+Pos+Past+A3sg
basmadım	bas+Verb+Neg+Past+A1sg
tutturdu	tut+Verb^DB+Verb+Caus+Pos+Past+A3sg
kurtarmıştı	kurtar+Verb+Pos+Narr+Past+A3sg
etmişti	et+Verb+Pos+Narr+Past+A3sg
gizleyebiliyordu	gizle+Verb+Pos^DB+Verb+Able+Prog1+Past+A3sg
neşesizdiniz	neşe+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Verb+Zero+Past+A2pl
gerekirdi	gerek+Verb+Pos+Aor+Past+A3sg
miydiniz	mi+Ques+Past+A2pl
söylüyordunuz	söyle+Verb+Pos+Prog1+Past+A2pl
istememiştiniz	iste+Verb+Neg+Narr+Past+A2pl
canlandırdınız	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Past+A2pl
çekiniyordum	çekin+Verb+Pos+Prog1+Past+A1sg
değiştirdim	değiş+Verb^DB+Verb+Caus+Pos+Past+A1sg
giderdi	gider+Verb+Pos+Past+A3sg
tıkanacaktı	tıka+Verb^DB+Verb+Pass+Pos+Fut+Past+A3sg
dikildi	dik+Verb^DB+Verb+Pass+Pos+Past+A3sg
duydum	duy+Verb+Pos+Past+A1sg
yürüdü	yürü+Verb+Pos+Past+A3sg
uğraştı	uğraş+Verb+Pos+Past+A3sg
bulandı	bula+Verb^DB+Verb+Pass+Pos+Past+A3sg
dinledim	dinle+Verb+Pos+Past+A1sg
duymalıydınız	duy+Verb+Pos+Neces+Past+A2pl
koydular	koy+Verb+Pos+Past+A3pl
püslenecektim	püsle+Verb^DB+Verb+Reflex+Pos+Fut+Past+A1sg
yapıştırdı	yapış+Verb^DB+Verb+Caus+Pos+Past+A3sg
atıyordu	ata+Verb+Pos+Prog1+Past+A3sg
eğlendiniz	eğlen+Verb+Pos+Past+A2pl
gevşemişti	gevşe+Verb+Pos+Narr+Past+A3sg
duramıyordu	dur+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
vurmuştu	vur+Verb+Pos+Narr+Past+A3sg
anlıyordu	anla+Verb+Pos+Prog1+Past+A3sg
sezdi	sez+Verb+Pos+Past+A3sg
dayanamadı	dayan+Verb^DB+Verb+Able+Neg+Past+A3sg
alevlendi	alev+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A3sg
hatırladın	hatırla+Verb+Pos+Past+A2sg
ettik	et+Verb+Pos+Past+A1pl
çıktım	çık+Verb+Pos+Past+A1sg
doluydu	dolu+Adj^DB+Verb+Zero+Past+A3sg
baktım	bak+Verb+Pos+Past+A1sg
içindeydi	iç+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A3sg
buldunuz	bul+Verb+Pos+Past+A2pl
yıkasaydı	yıka+Verb+Pos+Desr+Past+A3sg
süzüyordu	süz+Verb+Pos+Prog1+Past+A3sg
duruyordu	dur+Verb+Pos+Prog1+Past+A3sg
kadındı	kadın+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
evlendi	evlen+Verb+Pos+Past+A3sg
verdirdi	ver+Verb^DB+Verb+Caus+Pos+Past+A3sg
adamdı	ada+Noun+A3sg+P1sg+Nom^DB+Verb+Zero+Past+A3sg
okumuştu	oku+Verb+Pos+Narr+Past+A3sg
kayboldu	kaybol+Verb+Pos+Past+A3sg
tanışmıştım	tanış+Verb+Pos+Narr+Past+A1sg
arkadaştık	arkadaş+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A1pl
çıkmazdı	çık+Verb+Neg+Aor+Past+A3sg
komikti	komik+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
duymuştum	duy+Verb+Pos+Narr+Past+A1sg
şarkısıydı	şarkı+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Past+A3sg
söylüyordu	söyle+Verb+Pos+Prog1+Past+A3sg
işliyordu	işle+Verb+Pos+Prog1+Past+A3sg
büyüledi	büyüle+Verb+Pos+Past+A3sg
tıkanıyordu	tıka+Verb^DB+Verb+Pass+Pos+Prog1+Past+A3sg
çarpıyordu	çarp+Verb+Pos+Prog1+Past+A3sg
hazırdı	hazır+Adj^DB+Verb+Zero+Past+A3sg
hatırladım	hatırla+Verb+Pos+Past+A1sg
bitiremedi	bit+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A3sg
unutmadım	unut+Verb+Neg+Past+A1sg
olurdum	ol+Verb+Pos+Aor+Past+A1sg
isteseydiniz	iste+Verb+Pos+Desr+Past+A2pl
geveledi	gevele+Verb+Pos+Past+A3sg
yaşlıydı	yaş+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero+Past+A3sg
reddetti	reddet+Verb+Pos+Past+A3sg
heyecanlanmıştı	heyecan+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Narr+Past+A3sg
üzereydi	üzere+Postp+PCNom^DB+Verb+Zero+Past+A3sg
atıldı	at+Verb^DB+Verb+Pass+Pos+Past+A3sg
miydi	mi+Ques+Past+A3sg
okumuştum	oku+Verb+Pos+Narr+Past+A1sg
unutmuştum	unut+Verb+Pos+Narr+Past+A1sg
kazanmıştı	kazan+Verb+Pos+Narr+Past+A3sg
gevşiyordu	gevşe+Verb+Pos+Prog1+Past+A3sg
yorulmadınızsa	yor+Verb^DB+Verb+Pass+Neg+Past+A2pl+Cond
yalvarıyordu	yalvar+Verb+Pos+Prog1+Past+A3sg
getirdi	getir+Verb+Pos+Past+A3sg
tutamadı	tut+Verb^DB+Verb+Able+Neg+Past+A3sg
çöktü	çök+Verb+Pos+Past+A3sg
bağırıyordu	bağır+Verb+Pos+Prog1+Past+A3sg
görürdüm	gör+Verb+Pos+Aor+Past+A1sg
söylerdik	söyle+Verb+Pos+Aor+Past+A1pl
peltekleşmişti	peltek+Adj^DB+Verb+Become+Pos+Narr+Past+A3sg
anlaşılmıyordu	anlaş+Verb^DB+Verb+Pass+Neg+Prog1+Past+A3sg
belliydi	belli+Adj^DB+Verb+Zero+Past+A3sg
körükledi	körükle+Verb+Pos+Past+A3sg
hissetmişti	hisset+Verb+Pos+Narr+Past+A3sg
parlaktı	parlak+Adj^DB+Verb+Zero+Past+A3sg
canlandı	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Past+A3sg
bakardım	bak+Verb+Pos+Aor+Past+A1sg
kucakladı	kucakla+Verb+Pos+Past+A3sg
seyrediyordu	seyret+Verb+Pos+Prog1+Past+A3sg
çıkarmıyordu	çık+Verb^DB+Verb+Caus+Neg+Prog1+Past+A3sg
coşmuştu	coş+Verb+Pos+Narr+Past+A3sg
çevirdi	çevir+Verb+Pos+Past+A3sg
farkındaydım	fark+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Past+A1sg
ettiniz	et+Verb+Pos+Past+A2pl
uzattı	uza+Verb^DB+Verb+Caus+Pos+Past+A3sg
zorladı	zorla+Verb+Pos+Past+A3sg
kekeliyordu	kekele+Verb+Pos+Prog1+Past+A3sg
geldiniz	gel+Verb+Pos+Past+A2pl
geveliyordu	gevele+Verb+Pos+Prog1+Past+A3sg
yaptınız	yap+Verb+Pos+Past+A2pl
gitmiştim	git+Verb+Pos+Narr+Past+A1sg
anlattım	anla+Verb^DB+Verb+Caus+Pos+Past+A1sg
kalmıştım	kal+Verb+Pos+Narr+Past+A1sg
kapadı	kapa+Verb+Pos+Past+A3sg
melekti	melek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
azizdi	aziz+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
söyleyecektim	söyle+Verb+Pos+Fut+Past+A1sg
istedi	iste+Verb+Pos+Past+A3sg
kapaklanıyordu	kapaklan+Verb+Pos+Prog1+Past+A3sg
kaldı	kal+Verb+Pos+Past+A3sg
duyuyordu	duy+Verb+Pos+Prog1+Past+A3sg
